"","DIA_STM","AREA","AVG_DENSITY","TD_AVG","RTP_COUNT","HYP_DIA","TAP_DIA","environment","plantmass"
"322",11.9487,4267.33,0.93886,0.327289,220,1.48923,0.891359,"ww",28.82
"323",4.11953,3237.98,1.20884,0.323995,181,1.05657,1.02533,"ww",30.07
"324",9.38567,2227.71,1.179,0.321797,386,1.09007,0.630527,"ww",13.85
"325",4.75683,2090.9,0.819556,0.305683,108,0.844313,0.851142,"ww",34.9
"326",11.3247,3471.12,0.634812,0.320135,209,1.59057,0.912045,"ww",26.99
"327",3.4641,4039.92,0.50701,0.3182,153,0.565495,0.78987,"ww",31.15
"328",10.6697,2579.68,1.82768,0.334628,258,0.959596,0.835923,"ww",26.13
"329",8.25333,2340.08,0.336469,0.303362,178,0.50282,0.62963,"ww",25.4
"330",3.79766,2760.25,0.809599,0.308865,296,0.998168,0.700536,"ww",20.72
"331",12.6982,3315.95,1.20976,0.304142,453,0.821668,0.588997,"ww",30.23
"332",11.6619,2335.82,0.769774,0.335082,81,1.36255,0.816336,"ww",20.07
"333",11.3576,3120.46,0.594871,0.325119,213,1.45583,0.65847,"ww",23.47
"334",11.0771,3245.67,0.953437,0.341093,304,1.57539,0.858785,"ww",26.28
"335",10.2018,2110.61,0.581792,0.328562,173,1.33153,0.615288,"ww",23.34
"336",3.36359,3676.52,0.978967,0.30243,476,0.850049,0.742475,"ww",19.31
"337",12.2009,3600.27,2.00805,0.305103,374,1.08865,0.915958,"ww",27.78
"338",10.8464,1942.96,1.2134,0.300081,144,1.33551,0.600543,"ww",27.78
"339",11.2073,2822.76,0.772316,0.333076,238,1.38141,0.89789,"ww",25.68
"340",11.4891,2977.04,0.976021,0.306042,256,1.34702,0.615943,"ww",19.7
"341",8.94427,2043.65,1.88943,0.297284,398,0.825559,0.735348,"ww",13.9
"342",11.6921,3471.51,1.01892,0.301955,451,1.35931,0.755706,"ww",25.39
"343",10.9575,2734.43,0.555243,0.300194,434,0.968058,0.594919,"ww",16.58
"344",11.5311,3482.72,0.863485,0.300891,238,1.26697,0.673277,"ww",24.48
"345",11.1006,3312.7,0.651408,0.302121,365,0.888598,0.630117,"ww",25.3
"346",11.5958,3232.83,1.10041,0.30702,416,1.26799,0.595408,"ww",26.3
"347",10.7831,1599.15,0.745021,0.300273,223,0.906751,0.916748,"ww",21.2
"348",18.9678,3696.59,5.8146,0.323372,211,1.08509,0.808676,"ww",23.77
"349",11.3576,3764.06,0.647801,0.330923,283,1.00723,0.616449,"ww",29.22
"350",14.8629,3507.87,1.27975,0.321882,212,1.37238,1.08039,"ww",29.01
"351",10.7831,2469.5,1.34809,0.304944,342,0.98496,0.546268,"ww",17.74
"352",11.5128,2831.42,0.585645,0.297325,260,1.44625,0.72164,"ww",20.9
"353",5.65685,4333.29,0.526699,0.331023,198,1.05948,1.06172,"ww",29.16
"354",12.1833,2318.34,0.713927,0.333776,124,1.5809,0.769007,"ww",27.61
"355",12.5894,3823.96,0.463826,0.336297,177,1.41061,0.793436,"ww",34.69
"356",10.7703,1859.21,2.09449,0.321245,196,1.43918,0.692959,"ww",17.77
"357",10.378,1570.79,1.43829,0.323923,232,1.34599,0.804596,"ww",17.07
"358",11.1384,2639.16,1.19191,0.342799,147,1.51326,0.859167,"ww",22.67
"359",11.0297,2724.22,1.21716,0.321999,261,1.42171,0.839169,"ww",19.58
"360",12.6194,4060.15,1.42213,0.322932,241,1.58739,0.911041,"ww",22.49
"361",11.3247,2059.45,1.37799,0.329911,191,1.25325,0.95211,"ww",17.22
"362",11.3494,2342.41,1.01335,0.311062,210,1.47688,0.613451,"ww",17.12
"363",10.5627,1569.45,0.703167,0.307644,159,1.26335,0.660373,"ww",16.78
"364",12.0369,4348.88,0.676467,0.313603,244,1.44392,1.00729,"ww",26.61
"365",10.3923,1491.68,1.08169,0.329469,120,1.43516,0.753022,"ww",20.92
"366",11.8514,3023.43,0.868855,0.344613,134,1.44541,1.06731,"ww",36.98
"367",12.2207,3658.98,0.772563,0.333904,187,1.63895,0.886413,"ww",37.01
"368",12.0231,2854.37,1.55469,0.335113,96,1.32995,0.868315,"ww",26.59
"369",11.8322,3308.2,1.55795,0.331597,211,1.25215,0.67513,"ww",32.5
"370",11.5311,3864.01,1.35712,0.347663,248,1.50903,0.848154,"ww",26.51
"371",10.6266,2979.43,1.2536,0.335999,222,1.39842,0.770427,"ww",18.21
"372",11.7836,3656.03,1.48348,0.333444,210,1.39412,0.865776,"ww",29.4
"373",9.91902,2086.53,0.810428,0.317874,248,1.19731,0.706818,"ww",14.04
"374",10.9545,2567.66,1.32523,0.328573,177,1.63084,0.904875,"ww",26.83
"375",11.2748,2588.39,0.990507,0.328176,147,1.59743,0.898407,"ww",23.69
"376",10.4907,2443.31,1.34642,0.332037,219,1.19803,1.00873,"ww",21.81
"377",12.1141,3812.14,1.09395,0.326264,245,1.6119,0.810888,"ww",23.88
"378",10.3093,2599.26,1.13212,0.325278,244,1.09765,0.77696,"ww",20.26
"379",11.0506,2984.81,1.40155,0.33873,113,1.40341,0.750637,"ww",21.12
"380",11.5545,3897.73,1.50704,0.321874,130,1.49653,0.753913,"ww",16.56
"381",11.4918,3307.42,0.569578,0.331578,162,1.39722,0.901043,"ww",27.19
"382",10.8682,3188.72,0.892624,0.326076,216,1.48895,0.647655,"ww",22.22
"383",11.702,3142.56,0.562318,0.32886,156,1.67954,0.789692,"ww",33.56
"384",11.9487,2203.91,0.955993,0.301985,225,1.02517,0.56692,"ww",24.59
"385",11.3165,3298.12,0.867667,0.33169,171,1.55414,0.982124,"ww",25.31
"386",12.331,3771.34,1.46081,0.300006,312,1.49797,0.935466,"ww",24.12
"387",11.8706,3705.78,1.08987,0.31006,203,1.38018,0.859839,"ww",23.5
"388",11.6543,3179.09,0.765317,0.306241,208,1.35697,0.856869,"ww",17.46
"389",12.4632,3166.92,0.410913,0.30337,144,1.34585,0.987046,"ww",31.06
"390",12.5471,4598.32,1.01009,0.361252,155,1.62332,1.06664,"ww",43.21
"391",10.8838,1720.39,1.15761,0.311135,108,1.39007,0.782163,"ww",26.94
"392",10.6132,2052.82,0.541255,0.312379,148,1.3043,0.692254,"ww",19.67
"393",12.49,3597.37,1.36367,0.323659,193,1.12067,0.922127,"ww",29.05
"394",12.3203,2741.11,1.2702,0.299085,222,1.54912,0.659307,"ww",32.3
"395",12.1119,2694.94,2.01079,0.30114,229,1.0574,0.530665,"ww",34.05
"396",12.1921,3772.61,1.66667,0.305167,222,1.3796,0.722432,"ww",25.9
"397",10.7831,2838.62,1.50996,0.333096,64,1.6209,0.932416,"ww",24.41
"398",11.6543,2968.26,0.582717,0.330945,199,0.840098,0.927278,"ww",24.05
"399",10.7735,2948.28,0.793617,0.342213,208,1.44517,0.730114,"ww",18.42
"400",12.5794,2663.8,0.779867,0.298426,195,1.52077,0.831171,"ww",27.93
"401",11.3686,3154.8,0.757445,0.339548,159,1.40653,1.09296,"ww",26.97
"402",11.436,1676.84,1.12595,0.3183,142,0.799107,0.61992,"ww",21.69
"403",11.4997,2603.74,0.710284,0.329653,146,1.4832,0.832923,"ww",31.4
"404",11.8322,3818.75,1.61963,0.322923,224,1.58552,0.947871,"ww",27.29
"405",10.9239,1658.92,0.889394,0.304529,115,0.838812,0.715047,"ww",19.89
"406",12.0575,4614.57,0.703322,0.308793,354,1.51628,0.913208,"ww",22.83
"407",8.77163,2947.18,2.28591,0.32994,229,0.814291,0.998136,"ww",19.47
"408",11.6341,3535.01,0.824873,0.31057,242,1.50599,0.872496,"ww",27.02
"409",10.1905,2054.47,0.935241,0.333753,150,1.36036,0.777751,"ww",17.4
"410",10.2579,1717.73,1.38958,0.315807,251,0.925509,0.73874,"ww",17.67
"411",10.532,3120.46,0.936551,0.340399,183,1.42711,0.869929,"ww",20.07
"412",12.0208,2790.4,0.910222,0.341858,213,1.5763,0.863769,"ww",20.07
"413",11.7368,4229.56,0.716648,0.337937,349,1.5744,1.15108,"ww",28.25
"414",10.378,2343.69,0.901701,0.346941,148,1.31094,0.770958,"ww",19.09
"415",6.38687,3146.54,0.70369,0.344562,243,0.918587,0.804088,"ww",23.45
"416",12.1677,3335.65,0.530828,0.330885,222,1.48559,0.81416,"ww",20.06
"417",11.4865,3767.69,1.24931,0.335207,256,1.6537,0.893312,"ww",22.98
"418",9.13906,1004.66,1.24976,0.340853,106,1.13797,0.721711,"ww",14.73
"419",9.96784,1649.5,1.26543,0.326541,251,1.29976,0.738343,"ww",12.63
"420",10.583,2280.81,1.2871,0.334934,131,0.903141,0.893834,"ww",19.33
"421",12.8234,3749.04,0.84086,0.337478,189,1.57267,0.949162,"ww",27.23
"422",11.1355,3180.12,1.21703,0.345478,162,1.5148,0.994613,"ww",22.09
"423",9.83601,1677.13,0.96383,0.335542,134,0.988674,0.568242,"ww",16.37
"424",10.9817,4223.24,1.60134,0.339963,270,1.54294,0.788074,"ww",22.54
"425",11.6619,2112.84,0.712959,0.328845,275,1.39216,0.726862,"ww",17.95
"426",10.6132,2738.03,0.939522,0.327957,177,1.47409,0.790721,"ww",18.99
"427",11.7517,3291.33,0.977139,0.359234,166,1.62483,0.807119,"ww",23.84
"428",10.0985,1460.29,0.604811,0.322886,96,1.3231,0.619706,"ww",16.45
"429",12.6194,2685.98,2.39313,0.330677,252,1.53063,0.847208,"ww",23.17
"430",10.3923,2523.63,1.15154,0.322576,176,1.42326,0.90799,"ww",19.7
"431",11.7738,3355.93,1.63872,0.333001,188,1.61478,0.835117,"ww",24.8
"432",11.6644,3566.57,0.526145,0.341703,199,1.43891,0.666044,"ww",22.9
"433",11.3385,1796.57,1.42711,0.323449,127,1.5583,0.655514,"ww",18.9
"434",10.5627,2116.9,1.18183,0.327796,187,1.45721,0.738601,"ww",19.43
"435",11.3137,3660.54,0.50103,0.338883,202,1.50252,0.760407,"ww",21.7
"436",10.2318,2468.8,1.37052,0.333267,156,1.41896,0.81188,"ww",23.04
"437",12.0415,3022.91,0.810602,0.329528,130,1.53773,0.725774,"ww",32.47
"438",11.5958,3772.25,0.83673,0.342178,191,1.59061,1.05192,"ww",27.96
"439",11.1384,4131.65,1.15408,0.339845,205,1.49277,0.940962,"ww",21.78
"440",11.0028,3992.3,0.588129,0.33876,220,1.44452,0.884065,"ww",21.61
"441",12.7622,3147.66,0.507403,0.312995,211,1.38346,0.731683,"ww",23.67
"442",12.9042,4762.56,0.857114,0.313655,260,1.50428,0.767297,"ww",20.29
"443",11.3137,3020.09,0.343211,0.306247,146,0.77107,0.744747,"ww",21.5
"444",12.1655,3294.63,0.520941,0.304016,281,1.4124,0.74031,"ww",23.95
"445",11.6619,3901.82,0.595667,0.318175,352,1.55636,0.863759,"ww",23.61
"446",11.0028,2371.38,0.91095,0.298274,295,1.30775,0.754148,"ww",17.05
"447",10.6697,4543.59,1.15559,0.317011,249,1.001,0.778291,"ww",28.92
"448",10.5423,2817.76,1.15805,0.307007,265,1.20187,0.77193,"ww",16.3
"449",9.48097,3139.59,0.837043,0.311116,268,0.718125,0.684321,"ww",21.73
"450",12.273,3280.66,1.93335,0.309993,247,1.50429,0.628257,"ww",22.98
"451",9.8653,2968.27,0.499564,0.309655,224,0.840883,0.766023,"ww",16.58
"452",6.72717,4542.11,0.922082,0.306319,277,0.944936,0.784991,"ww",21.25
"453",7.82229,1363.2,1.30527,0.304925,242,1.04876,0.653276,"ww",12.14
"454",12.0825,2800.02,0.582574,0.312417,205,0.540698,0.559109,"ww",21.94
"455",12.1921,3859.38,1.43973,0.312276,310,1.33733,0.869765,"ww",20.83
"456",11.4891,2974.2,0.578554,0.331571,228,1.44686,0.797377,"ww",23.47
"457",5.3183,4085.12,0.625331,0.305776,195,0.77591,0.934327,"ww",27.29
"458",11.2044,2304.92,0.879067,0.309124,205,1.40597,0.725945,"ww",17.52
"459",5.65685,3142.3,0.730751,0.310371,404,0.973712,0.677355,"ww",18.28
"460",11.3631,2739.83,0.619419,0.321645,242,1.09749,0.619363,"ww",20.44
"461",13.4181,4368.88,0.507544,0.32552,187,1.63935,1.1528,"ww",24.72
"462",11.8921,4216.36,0.546664,0.324698,309,0.836938,0.875256,"ww",29.88
"463",10.2018,2032.26,1.12444,0.299903,275,1.09181,0.611751,"ww",14.76
"464",12.8986,3077.4,0.453309,0.305036,206,1.45073,0.845224,"ww",22.4
"465",13.5647,4138.77,1.15526,0.32367,242,1.64624,0.863429,"ww",27.26
"466",5.3183,4162.18,0.65097,0.311426,404,0.884314,0.859286,"ww",20.54
"467",10.9666,4123.09,0.344281,0.332458,297,0.888744,0.968501,"ww",20.48
"468",11.7762,2127.1,2.78986,0.327838,143,1.47702,0.827055,"ww",18.54
"469",10.0985,2707.12,1.0807,0.349057,161,1.41393,0.666665,"ww",13.52
"470",12.0369,4106.3,0.841547,0.342722,231,1.5111,0.881054,"ww",17.94
"471",10.016,3027.27,1.94182,0.346268,153,1.40219,0.910453,"ww",16.21
"472",8.26753,499.522,1.3682,0.332445,29,1.21572,0.616226,"ww",11.4
"473",6.41736,2544.27,0.72604,0.325771,234,1.12635,0.888983,"ww",16.86
"474",9.38083,2206.17,1.35861,0.322688,172,1.32061,0.775789,"ww",15.57
"475",9.45742,2350.91,0.795978,0.325924,140,1.41725,0.644016,"ww",14.31
"476",11.4119,3126.18,1.14777,0.340403,163,1.47064,0.802231,"ww",19.59
"477",11.4997,2388.25,0.786514,0.330679,171,1.46699,0.80965,"ww",16.4
"478",11.6543,3476.5,1.73427,0.33632,189,1.55089,0.668408,"ww",19.17
"479",10.6166,2822.92,0.867137,0.331601,200,1.16494,0.812011,"ww",15.43
"480",9.6322,1388.6,0.862584,0.323498,157,1.15622,0.614745,"ww",12.83
"481",12.9908,3625.08,2.15806,0.322604,159,1.44646,0.624425,"ww",22.46
"482",11.5829,2828.82,0.688046,0.339617,182,1.3494,0.968554,"ww",17.13
"483",12.9283,4114.79,0.910962,0.326763,255,1.52459,0.760975,"ww",21.83
"484",11.9063,3998.01,0.95063,0.344312,230,1.52707,0.974015,"ww",17.96
"485",9.94759,2648.27,1.65827,0.320479,269,1.3809,0.739073,"ww",16
"486",11.9838,3681.87,0.578164,0.331716,295,1.51192,0.869831,"ww",18.16
"487",11.19301917,3626.703402,1.351016299,0.343435036,120,1.522056942,1.090444452,"ww",24.02
"488",10.378,2623.86,0.647108,0.337803,196,1.3828,0.739685,"ww",15.52
"489",11.5311,2262.79,0.737986,0.331271,141,1.43438,0.665199,"ww",16.61
"490",10.5183,3435.82,0.85035,0.321105,160,1.39525,0.845304,"ww",18.8
"491",11.66442501,4231.892755,1.194455452,0.327663265,327,1.503068276,0.675525101,"ww",22.93
"492",12.0575,1995.99,1.28759,0.352005,107,1.55226,0.977344,"ww",21.8
"493",12.0574564,2814.403899,0.776720716,0.330616048,150,1.548712726,0.773475821,"ww",18.12
"494",11.7958,1873.35,1.04694,0.333373,91,1.39686,1.22735,"ww",19.86
"495",10.6366,1852.96,1.13422,0.319655,336,0.968055,0.516409,"ww",16.05
"496",12.8062,3858.33,0.691781,0.339212,199,1.60316,0.717923,"ww",23.43
"497",11.0028,4634.25,0.720118,0.358564,168,1.60422,0.984812,"ww",26.29
"498",10.198,3045.49,1.98504,0.360588,73,0.93137,1.21168,"ww",15.44
"499",10.2579,3417.76,1.94564,0.353727,149,0.764191,0.89957,"ww",20.05
"500",12.0023,3951.42,1.02072,0.337245,151,1.48897,0.801439,"ww",19.01
"501",11.8322,3218.96,1.71727,0.357012,117,1.45299,0.983017,"ww",18.06
"502",10.3959,3586.89,1.15941,0.352811,144,1.28058,0.90434,"ww",17.33
"503",11.3686,4778.71,0.861765,0.349397,140,1.592,1.04691,"ww",24.17
"504",10.9575,3076.18,1.12412,0.333037,167,1.50338,0.917144,"ww",18.91
"505",10.1256,1690.39,1.66479,0.335545,72,1.40325,1.10842,"ww",12.98
"506",11.1355,3636.73,0.906181,0.33043,224,1.62633,0.974999,"ww",19.72
"507",11.8538,4941.81,0.639898,0.351697,205,1.49534,0.918362,"ww",24.75
"508",12.7313,6069.59,0.676192,0.349625,233,1.6046,0.896943,"ww",19.4
"509",11.4467,4906.55,1.56284,0.371674,156,1.63542,0.912353,"ww",22.66
"510",12.4259,2231.81,1.07228,0.349587,70,0.754084,1.1567,"ww",14.51
"511",12.405,4210.04,1.76538,0.344203,174,1.73482,0.909387,"ww",29.6
"512",9.94759,2135.08,0.571811,0.352544,90,1.20071,1.073,"ww",16.21
"513",10.9575,2692.19,1.2336,0.355157,116,1.60084,1.14804,"ww",21.2
"514",10.291,3520.55,1.02655,0.35314,130,1.61633,0.811132,"ww",17.6
"515",10.583,2414.05,0.724402,0.323892,190,1.52678,0.754013,"ww",18.78
"516",10.2579,2138.11,1.796,0.334205,93,1.32706,0.688693,"ww",17.99
"517",10.5965,3576.08,1.44449,0.347841,133,1.5488,0.685877,"ww",20.41
"518",12.6491,3157.13,0.559317,0.348985,141,1.0958,0.992728,"ww",22.88
"519",12.2794,3110.36,1.24263,0.350585,114,1.64289,1.01526,"ww",24.15
"520",10.8212,2655.63,1.81098,0.342318,112,1.30526,0.978188,"ww",21.09
"521",10.8212,2979.15,0.9942,0.332961,126,1.60278,0.786859,"ww",22
"522",10.8464,2737.15,1.44095,0.354568,130,1.23853,0.83308,"ww",21.48
"523",11.193,2258.83,1.65598,0.326858,142,1.54753,0.714441,"ww",17.9
"524",13.0721,3045.13,1.59407,0.334616,145,1.64629,0.699098,"ww",24
"525",11.4467,3161.3,1.10052,0.359398,119,1.27168,0.732136,"ww",20.08
"526",10.9054,4500.66,1.38338,0.338536,125,1.36158,1.02857,"ww",24.4
"527",10.2018,1689.19,0.761644,0.322197,193,1.43343,0.700825,"ww",17.23
"528",11.6341,2451.76,0.974619,0.324545,225,1.4287,0.743895,"ww",19.29
"529",9.90259,1406.86,1.55488,0.327474,110,1.03236,0.816112,"ww",18.46
"530",10.7735,1796.23,0.491347,0.329613,110,1.37101,0.861606,"ww",17.16
"531",11.3165,3561.04,0.969027,0.327681,200,1.29934,0.743657,"ww",21.79
"532",9.75084,2988.94,0.819561,0.325569,371,1.01374,0.68298,"ww",15
"533",9.65895,2319.85,1.7003,0.323277,347,1.27338,0.620548,"ww",17.32
"534",12.4321,2966.83,0.727009,0.326496,133,1.60194,0.913719,"ww",24.41
"535",11.2044,3279.82,0.588373,0.332409,240,1.58655,0.740595,"ww",22.49
"536",10.4803,2451.69,1.08993,0.329914,180,1.28583,0.874002,"ww",18.36
"537",12.2207,2619.48,1.22666,0.361583,121,1.12136,0.905067,"ww",24.97
"538",11.3137,4644.07,0.892102,0.334345,239,1.49439,0.913293,"ww",25.05
"539",11.5545,2417.82,0.784264,0.316111,247,1.41371,0.782547,"ww",22.29
"540",10.583,3597.58,0.724503,0.340796,174,1.5269,1.01421,"ww",20.27
"541",11.0653,3313.26,0.418046,0.321786,232,1.46035,0.824101,"ww",21.23
"542",5.67882,2461.46,0.908551,0.302659,151,0.707887,0.761343,"ww",24.11
"543",13.5065935,3611.229036,2.576642773,0.34143491,97,1.38087103,0.880645741,"ww",21.27
"544",11.8201,3203.25,1.11972,0.304987,220,1.47834,0.738258,"ww",25.46
"545",10.7446,3551.34,1.28652,0.341362,134,1.43796,0.972396,"ww",15.59
"546",10.4489,3398.23,1.05487,0.35448,121,1.4031,1.02698,"ww",18.74
"547",10.583,2548.09,1.93236,0.323321,61,1.40502,0.912735,"ww",18.61
"548",12.0666,3138.9,1.86722,0.349454,83,1.35791,0.856568,"ww",25.82
"549",10.198,2347.52,1.50251,0.332826,90,1.2448,0.570295,"ww",18.35
"550",10.7025,3864.66,0.419696,0.35961,142,1.59943,0.878405,"ww",21.74
"551",10.4313,2580.38,1.22734,0.371185,58,1.46879,0.918469,"ww",16.68
"552",11.8346,3344.36,1.03697,0.370446,148,1.35298,0.957485,"ww",22.79
"553",10.0985,2235.47,1.16657,0.365608,82,1.08103,0.771076,"ww",21.41
"554",5.3183,3416.5,1.14008,0.350638,160,0.808523,1.16124,"ww",21.98
"555",9.40015,1767.84,1.36164,0.329309,156,1.00943,0.71186,"ww",15.35
"556",11.3576,2339.57,0.743661,0.314559,165,1.3298,0.840791,"ww",22.53
"557",10.4907,2810.9,0.608991,0.321804,228,1.25912,0.705265,"ww",20.36
"558",11.2468,3389.3,0.807418,0.320515,364,1.43931,0.628813,"ww",18.79
"559",10.9666,2650.56,0.834402,0.326044,198,1.43681,0.857894,"ww",20.17
"560",10.5559,2302.17,1.03073,0.331023,169,1.30275,0.702293,"ww",18.44
"561",10.198,2798.35,0.76684,0.330955,149,1.41354,0.742956,"ww",17.88
"562",11.1615,3768.54,1.24972,0.328952,205,1.42293,0.843707,"ww",24.35
"563",10.7703,3490.1,0.666172,0.329807,231,1.4885,0.801479,"ww",20.35
"564",10.7025,2171.86,0.79729,0.332535,193,1.42818,0.532301,"ww",19.66
"565",11.3165,1870.88,0.825175,0.326034,189,1.25066,0.595343,"ww",18.75
"566",10.28,2354.13,0.648573,0.316901,257,1.15169,0.575813,"ww",16.49
"567",10.4313,2942.34,1.18175,0.325384,344,1.5204,0.69152,"ww",19.26
"568",10.9666,2185.61,1.38072,0.321134,311,0.999162,0.608571,"ww",13.97
"569",10.7703,2879.28,0.670513,0.323178,160,1.50432,0.65006,"ww",18.11
"570",10.7025,3398.89,1.22778,0.327958,199,1.41519,0.803229,"ww",22.45
"571",11.1355,2894.59,1.12825,0.360099,117,1.60519,1.13973,"ww",23.02
"572",10.198,1147.15,1.24652,0.380258,55,1.09701,0.743093,"ww",19.16
"573",10.7703,1806.79,0.996595,0.341018,96,1.55438,1.07172,"ww",19.21
"574",10.8212,2461.48,0.765032,0.328786,165,1.61655,0.827432,"ww",30.27
"575",10.3601,1276.16,1.43854,0.334492,94,1.37036,0.543212,"ww",19.7
"576",10.3312,2779,1.4103,0.347385,95,1.33321,0.78297,"ww",20.24
"577",11.193,2420.52,1.12283,0.329775,246,1.42016,0.876493,"ww",26.37
"578",10,2063.31,1.70418,0.354365,89,0.97571,0.809632,"ww",17.56
"579",10.016,3225.17,0.842612,0.351014,127,1.50379,0.783597,"ww",19.61
"580",10.2018,2802.76,1.03627,0.344487,104,1.29195,0.746957,"ww",20.03
"581",11.5128,2337.71,1.02326,0.352031,87,1.48513,0.646226,"ww",21.88
"582",10.8495,3212.09,0.803961,0.327805,120,1.49603,0.900531,"ww",23.22
"583",10.4242,3303.34,0.920589,0.355168,99,1.44452,0.847649,"ww",20.3
"584",10.4489,2522.81,0.978983,0.353281,111,1.49509,0.788814,"ww",18.22
"585",10.9575,2665.56,0.932518,0.324778,156,1.31085,0.842059,"ww",22.05
"586",11.3576,2734.72,1.18415,0.343744,114,1.51138,0.924433,"ww",18.51
"587",10.6132,2202.03,0.7345,0.357435,115,1.4584,0.756663,"ww",18.24
"588",8.25333,3366.82,1.21617,0.320339,266,0.759576,0.935274,"ww",27.77
"589",11.3137,2652.36,0.891307,0.340107,148,1.40879,0.831412,"ww",18.86
"590",9.59166,1044.13,1.308,0.347902,60,1.27526,0.693703,"ww",12.75
"591",10.8464,3766.66,0.332531,0.354287,141,1.10106,0.952017,"ww",24.23
"592",10.3959,3096.78,0.963724,0.324397,163,1.47191,0.793302,"ww",20.79
"593",9.34673,2447.56,0.746395,0.33813,144,1.40661,0.691477,"ww",17.56
"594",11.1006,3762.08,1.18254,0.365954,136,1.47301,1.09099,"ww",21.45
"595",11.2468,2813.96,0.599422,0.331257,148,1.3759,1.01977,"ww",17.6
"596",10.7446,3274.92,0.925878,0.343388,100,1.16073,1.01099,"ww",21.08
"597",7.88015,2117.91,1.51714,0.328293,167,0.954269,0.732059,"ww",17.27
"598",11.4891,3651.13,0.904889,0.336267,118,1.22498,0.870147,"ww",24.91
"599",10.3923,2606.48,0.642175,0.341594,123,1.51023,1.16043,"ww",18.84
"600",10.2131,1759.61,0.948911,0.34093,111,1.23248,0.738798,"ww",14.74
"601",10.291,2699.62,1.19692,0.318507,214,1.20794,0.816903,"ww",16.78
"602",11.2748,2200.27,0.82674,0.329807,103,1.25581,0.651942,"ww",14.88
"603",10.4907,3368.66,0.748082,0.34366,197,1.36738,0.761543,"ww",14.56
"604",10.8682,3199.8,0.650236,0.337332,182,1.40068,0.554644,"ww",25.25
"605",10.1102,2689.36,0.620914,0.37073,147,1.39802,0.94306,"ww",13.06
"606",12.0392,3947.32,1.41524,0.330729,187,1.56675,0.845077,"ww",18.82
"607",9.5506,2104.89,1.05845,0.326806,145,1.32086,0.830903,"ww",13.48
"608",9.8653,3001.04,1.43303,0.334143,161,1.47538,1.03148,"ww",14.73
"609",11.4891,3598.25,1.04026,0.333787,183,1.20779,1.06683,"ww",15.94
"610",10.2763,2785.93,0.782644,0.330006,257,1.22479,0.683224,"ww",13.08
"611",12.0575,2691.56,1.39486,0.33217,165,1.37178,0.843864,"ww",18.41
"612",11.2073,2742.56,1.20929,0.331753,197,1.49843,0.689007,"ww",20.95
"613",11.0297,2975.77,1.13753,0.331819,207,1.38621,0.623612,"ww",17.48
"614",12.829,3789.99,0.992533,0.33612,195,1.70617,0.744852,"ww",23.53
"615",10.016,2658.9,0.954378,0.329935,171,1.46515,0.932466,"ww",14.07
"616",10.141,2505.18,0.681079,0.335376,192,1.26268,0.774536,"ww",15.21
"617",12.9578,3414.47,0.499177,0.302404,326,1.53933,0.853768,"ww",33.16
"618",10.3923,2680.52,1.8301,0.324859,206,1.28151,0.839495,"ww",18.46
"619",5.3183,2851.82,0.562149,0.340808,155,1.15057,0.717091,"ww",26.41
"620",11.3821,3619.49,1.23326,0.331922,118,1.48279,0.957386,"ww",25.24
"621",11.9487,2728.51,0.687301,0.353665,116,1.43858,0.683186,"ww",19.51
"622",11.5958,2804.24,0.528126,0.333303,205,1.28035,0.651356,"ww",18.96
"623",11.2384,4370.14,0.796741,0.336567,149,1.56109,0.761051,"ww",19.91
"624",11.1123,2656.19,0.9931,0.343087,142,1.37936,0.894204,"ww",20.7
"625",12.6531,3826.5,1.15915,0.305902,268,1.52638,0.820355,"ww",25.1
"626",11.5545,5049.36,0.684557,0.314683,239,0.939945,0.822758,"ww",25.12
"627",12.2447,3380.35,0.690219,0.334175,221,1.43479,0.671383,"ww",20.78
"628",12.1655,2748.88,1.17221,0.34049,177,1.48331,0.873064,"ww",23.6
"629",11.3385,2871.21,1.18925,0.343095,115,1.36846,0.846173,"ww",20.8
"630",12.3053,2028.75,1.20274,0.344598,100,0.933812,1.02602,"ww",25.37
"631",13.122,2647.17,0.498723,0.302957,231,1.58722,0.683016,"ww",24.65
"632",11.1384,3480.9,1.04761,0.321804,157,1.54196,0.708956,"ww",20.24
