Image ID,Image name,Experiment Tag,circle ratio,x pixel,y pixel,xScale,yScale,computation time,Skeleton Vertices,DIA_STM,AREA,AVG_DENSITY,TD_MED,TD_AVG,RTP_COUNT,ADVT_COUNT,BASAL_COUNT,HYP_DIA,TAP_DIA
470242,DSC_0730.JPG,40_55_10,0,197,197,0.12893401,0.12893401,354,24785,11.0297,3158.69,0.907852,0.306658,0.320043,163,8,18,1.23569,0.643313
470229,DSC_0743.JPG,55_40_7,0,197,197,0.12893401,0.12893401,327,28752,10.9575,3489.49,1.40548,0.306658,0.306467,165,10,20,1.48558,0.672265
470223,DSC_0749.JPG,55_40_9,0,197,197,0.12893401,0.12893401,461,41670,10.8993,4263.12,0.637663,0.306658,0.308988,232,12,13,1.35175,0.827114
470182,DSC_0796.JPG,58_40_3,0,197,197,0.12893401,0.12893401,268,22513,11.1384,2967.61,2.15198,0.306658,0.305841,99,5,14,1.39834,0.763845
470037,DSC_0809.JPG,52_40_3,0,197,197,0.12893401,0.12893401,380,22349,11.5128,3013.15,0.382647,0.306658,0.301233,171,4,16,1.37824,0.767612
469931,DSC_0917.JPG,27_55_2,0,197,197,0.12893401,0.12893401,312,24666,11.4119,3500.39,0.979385,0.306658,0.311989,171,19,10,1.0936,0.877332
469928,DSC_0920.JPG,36_55_12,0,197,197,0.12893401,0.12893401,250,18442,10.9666,2045.1,1.80904,0.306658,0.307252,137,8,21,1.31164,0.751996
469922,DSC_0926.JPG,36_55_10,0,197,197,0.12893401,0.12893401,290,24154,10.004,2504.7,0.907403,0.306658,0.304191,170,14,15,1.22069,0.796413
469859,DSC_0989.JPG,31_55_10,0,197,197,0.12893401,0.12893401,311,23275,9.90259,2562.65,0.865283,0.306658,0.306264,171,16,7,1.28941,0.53359
469854,DSC_0994.JPG,34_55_14,0,197,197,0.12893401,0.12893401,230,23742,10.291,2110.43,1.163,0.306658,0.298284,129,11,22,1.25356,0.7006
469596,DSC_1015.JPG,41_55_16,0,197,197,0.12893401,0.12893401,264,20536,11.1442,2293.58,1.1196,0.306658,0.293825,150,15,12,1.37197,0.635329
469587,DSC_1025.JPG,32_55_4,0,197,197,0.12893401,0.12893401,404,37822,10.9666,4536.93,1.34991,0.306658,0.316783,231,12,17,1.25922,0.757262
469558,DSC_1062.JPG,55_40_5,0,197,197,0.12893401,0.12893401,284,27475,12.5227,4340.49,1.41477,0.306658,0.323508,122,6,16,1.69123,0.911235
469941,DSC_0907.JPG,57_40_14,0.043478261,198,207,0.128282828,0.122705314,208,12858,9.42414,1316.94,0.436573,0.298477,0.309338,88,9,12,1.25572,0.538243
470029,DSC_0819.JPG,40_55_12,0.034146341,198,205,0.128282828,0.123902439,291,23178,11.1355,2180.83,1.16853,0.299901,0.296501,168,6,17,1.0396,0.726555
470030,DSC_0818.JPG,52_40_14,0.029411765,198,204,0.128282828,0.124509804,378,36105,11.9181,4160.51,0.414662,0.300623,0.300841,206,15,19,1.25601,0.608173
470028,DSC_0820.JPG,37_55_12,0.029411765,198,204,0.128282828,0.124509804,283,20342,10.291,2006.64,0.724001,0.300623,0.295914,153,5,34,1.13881,0.646023
470027,DSC_0821.JPG,55_40_11,0.029411765,198,204,0.128282828,0.124509804,262,19077,10.0595,2257.05,1.25078,0.300623,0.314995,132,10,18,1.14248,0.706413
470026,DSC_0822.JPG,36_55_16,0.029411765,198,204,0.128282828,0.124509804,305,19384,10.4803,2479.39,1.00929,0.300623,0.307683,158,6,25,1.20142,0.736352
470021,DSC_0827.JPG,41_55_4,0.029411765,198,204,0.128282828,0.124509804,266,18246,10.8464,2363.59,1.51622,0.300623,0.303321,108,12,12,1.26251,1.02201
470018,DSC_0830.JPG,37_55_9,0.029411765,198,204,0.128282828,0.124509804,270,17295,9.60974,1557.92,1.29088,0.300623,0.294871,148,25,11,1.00878,0.791946
470010,DSC_0838.JPG,27_55_12,0.029411765,198,204,0.128282828,0.124509804,283,23491,10.5183,2962.24,0.480106,0.300623,0.299808,128,11,18,1.16315,0.764015
469996,DSC_0852.JPG,58_40_6,0.029411765,198,204,0.128282828,0.124509804,263,25477,11.3165,3043.36,0.905694,0.300623,0.323577,117,12,12,1.3939,0.680562
469990,DSC_0858.JPG,28_55_16,0.029411765,198,204,0.128282828,0.124509804,320,26607,11.2044,3320.98,1.04324,0.300623,0.303775,190,9,30,1.24495,0.988587
469983,DSC_0865.JPG,36_55_13,0.029411765,198,204,0.128282828,0.124509804,221,13915,10.532,1652.45,1.53614,0.300623,0.30587,108,15,24,1.25535,0.602345
470033,DSC_0813.JPG,35_55_5,0.024630542,198,203,0.128282828,0.125123153,178,8001,9.60974,1196.26,2.49539,0.301352,0.304592,57,10,8,1.02025,0.706576
469992,DSC_0856.JPG,52_40_5,0.024630542,198,203,0.128282828,0.125123153,310,28153,11.4891,3182.29,1.23199,0.301352,0.298699,175,11,22,1.40066,0.769296
469944,DSC_0904.JPG,51_40_7,0.024630542,198,203,0.128282828,0.125123153,256,17511,10.9696,1977.47,0.944317,0.301352,0.293211,110,8,9,1.27978,0.85011
469943,DSC_0905.JPG,27_55_15,0.024630542,198,203,0.128282828,0.125123153,243,20352,10.7317,2243.81,0.537612,0.301352,0.296642,137,13,17,1.35229,0.790361
470020,DSC_0828.JPG,41_55_9,0.01980198,198,202,0.128282828,0.125742574,290,17241,10.583,1844.42,1.05436,0.254025,0.293608,149,16,17,1.30141,0.651948
469972,DSC_0876.JPG,58_40_11,0.01980198,198,202,0.128282828,0.125742574,253,18572,11.0624,2531.43,0.559347,0.302089,0.303088,105,9,10,1.30168,0.833346
469966,DSC_0882.JPG,28_55_8,0.01980198,198,202,0.128282828,0.125742574,278,18465,10.4313,2059.28,0.948328,0.302089,0.294271,173,8,27,1.34447,0.602238
469902,DSC_0946.JPG,36_55_1,0.01980198,198,202,0.128282828,0.125742574,262,16429,9.55519,1843.83,1.50225,0.302089,0.293741,115,9,14,1.23972,0.546401
