Image ID,Image name,Experiment Tag,circle ratio,x pixel,y pixel,xScale,yScale,computation time,Skeleton Vertices,DIA_STM,AREA,AVG_DENSITY,TD_MED,TD_AVG,RTP_COUNT,ADVT_COUNT,BASAL_COUNT,HYP_DIA,TAP_DIA
468909,DSC_9361.JPG,78_50_10,0.027472527,177,182,0.143502825,0.13956044,297,21564,11.5829,2828.82,0.688046,0.336621,0.339617,182,8,18,1.3494,0.968554
468903,DSC_9370.JPG,81_50_11,0.027472527,177,182,0.143502825,0.13956044,201,8766,9.90259,1406.86,1.55488,0.336621,0.327474,110,24,13,1.03236,0.816112
468895,DSC_9381.JPG,81_50_13,0.027472527,177,182,0.143502825,0.13956044,339,27038,11.3165,3561.04,0.969027,0.336621,0.327681,200,15,20,1.29934,0.743657
468894,DSC_9382.JPG,85_50_15,0.027472527,177,182,0.143502825,0.13956044,313,24191,10.3959,3096.78,0.963724,0.283063,0.324397,163,8,17,1.47191,0.793302
468893,DSC_9384.JPG,77_50_13,0.027472527,177,182,0.143502825,0.13956044,351,29892,12.0369,4106.3,0.841547,0.336621,0.342722,231,11,20,1.5111,0.881054
468887,DSC_9392.JPG,84_50_9,0.027472527,177,182,0.143502825,0.13956044,273,18755,10.9575,2665.56,0.932518,0.336621,0.324778,156,6,15,1.31085,0.842059
468885,DSC_9394.JPG,85_50_16,0.027472527,177,182,0.143502825,0.13956044,270,18927,9.34673,2447.56,0.746395,0.336621,0.33813,144,13,19,1.40661,0.691477
468884,DSC_9395.JPG,74_50_10,0.027472527,177,182,0.143502825,0.13956044,298,19237,10.6132,2738.03,0.939522,0.336621,0.327957,177,12,14,1.47409,0.790721
468878,DSC_9402.JPG,73_50_5,0.027472527,177,182,0.143502825,0.13956044,236,14353,10.583,2280.81,1.2871,0.336621,0.334934,131,21,27,0.903141,0.893834
468871,DSC_9409.JPG,73_50_10,0.027472527,177,182,0.143502825,0.13956044,300,20070,10.532,3120.46,0.936551,0.336621,0.340399,183,13,18,1.42711,0.869929
468870,DSC_9410.JPG,42_24_6,0.027472527,177,182,0.143502825,0.13956044,243,17789,11.0506,2984.81,1.40155,0.336621,0.33873,113,11,8,1.40341,0.750637
468869,DSC_9411.JPG,77_50_7,0.027472527,177,182,0.143502825,0.13956044,320,25410,11.6543,3476.5,1.73427,0.336621,0.33632,189,7,19,1.55089,0.668408
468863,DSC_9419.JPG,73_50_9,0.027472527,177,182,0.143502825,0.13956044,392,31146,10.9817,4223.24,1.60134,0.336621,0.339963,270,12,27,1.54294,0.788074
468857,DSC_9426.JPG,41_24_14,0.027472527,177,182,0.143502825,0.13956044,222,15115,11.1384,2639.16,1.19191,0.336621,0.342799,147,17,29,1.51326,0.859167
468856,DSC_9427.JPG,86_50_9,0.027472527,177,182,0.143502825,0.13956044,271,16644,10.141,2505.18,0.681079,0.336621,0.335376,192,24,26,1.26268,0.774536
468822,DSC_9483.JPG,74_50_8,0.027472527,177,182,0.143502825,0.13956044,307,22960,11.5958,3772.25,0.83673,0.336621,0.342178,191,5,23,1.59061,1.05192
468811,DSC_9502.JPG,44_24_15,0.027472527,177,182,0.143502825,0.13956044,278,19147,11.3686,3154.8,0.757445,0.336621,0.339548,159,6,14,1.40653,1.09296
468764,DSC_9571.JPG,42_24_4,0.027472527,177,182,0.143502825,0.13956044,386,28254,12.1141,3812.14,1.09395,0.336621,0.326264,245,8,26,1.6119,0.810888
469016,DSC_9174.JPG,39_24_6,0.022099448,177,181,0.143502825,0.140331492,190,16082,11.6619,2335.82,0.769774,0.337538,0.335082,81,10,20,1.36255,0.816336
469015,DSC_9176.JPG,37_24_18,0.022099448,177,181,0.143502825,0.140331492,219,16667,10.2131,2338.58,1.92606,0.337538,0.33316,126,8,14,1.4311,1.01345
469013,DSC_9192.JPG,37_24_19,0.022099448,177,181,0.143502825,0.140331492,187,10895,11.0297,1833.96,0.658957,0.337538,0.335991,66,5,11,1.4042,0.819893
469012,DSC_9193.JPG,38_24_8,0.022099448,177,181,0.143502825,0.140331492,212,14065,10.7703,2212.3,0.672203,0.337538,0.329872,101,6,10,1.55863,0.968204
468999,DSC_9220.JPG,79_50_11,0.022099448,177,181,0.143502825,0.140331492,273,22799,10.2579,3417.76,1.94564,0.337538,0.353727,149,19,19,0.764191,0.89957
468984,DSC_9240.JPG,85_50_8,0.022099448,177,181,0.143502825,0.140331492,277,15553,10.3923,2606.48,0.642175,0.337538,0.341594,123,5,8,1.51023,1.16043
468970,DSC_9256.JPG,82_50_9,0.022099448,177,181,0.143502825,0.140331492,154,2915,9.17034,739.305,1.38955,0.283834,0.329232,23,7,8,0.512094,0.900794
468960,DSC_9269.JPG,87_50_15,0.022099448,177,181,0.143502825,0.140331492,345,29633,11.2384,4370.14,0.796741,0.337538,0.336567,149,7,16,1.56109,0.761051
468955,DSC_9276.JPG,80_50_16,0.022099448,177,181,0.143502825,0.140331492,264,21656,12.6491,3157.13,0.559317,0.337538,0.348985,141,10,13,1.0958,0.992728
468947,DSC_9286.JPG,82_50_3,0.022099448,177,181,0.143502825,0.140331492,198,14160,10.4313,2580.38,1.22734,0.337538,0.371185,58,4,15,1.46879,0.918469
468937,DSC_9310.JPG,78_50_5,0.022099448,177,181,0.143502825,0.140331492,233,12248,12.0575,1995.99,1.28759,0.337538,0.352005,107,8,21,1.55226,0.977344
468935,DSC_9317.JPG,81_50_2,0.022099448,177,181,0.143502825,0.140331492,237,20987,12.4321,2966.83,0.727009,0.283834,0.326496,133,11,12,1.60194,0.913719
468932,DSC_9326.JPG,37_24_4,0.022099448,177,181,0.143502825,0.140331492,229,15000,10.016,2293.23,1.88407,0.337538,0.333645,135,13,12,1.30065,0.73901
468931,DSC_9328.JPG,81_50_12,0.022099448,177,181,0.143502825,0.140331492,212,12192,10.7735,1796.23,0.491347,0.337538,0.329613,110,3,25,1.37101,0.861606
468929,DSC_9330.JPG,78_50_1,0.022099448,177,181,0.143502825,0.140331492,363,26530,12.9908,3625.08,2.15806,0.283834,0.322604,159,1,16,1.44646,0.624425
468928,DSC_9331.JPG,77_50_4,0.022099448,177,181,0.143502825,0.140331492,260,17028,9.45742,2350.91,0.795978,0.337538,0.325924,140,10,11,1.41725,0.644016
468927,DSC_9333.JPG,85_50_3,0.022099448,177,181,0.143502825,0.140331492,285,20509,11.2468,2813.96,0.599422,0.337538,0.331257,148,6,14,1.3759,1.01977
468921,DSC_9339.JPG,81_50_9,0.022099448,177,181,0.143502825,0.140331492,324,25782,11.0653,3313.26,0.418046,0.337538,0.321786,232,12,19,1.46035,0.824101
468917,DSC_9346.JPG,37_24_12,0.022099448,177,181,0.143502825,0.140331492,293,26189,12.1855,4681.19,0.94032,0.337538,0.344095,175,10,20,1.54241,0.963425
468916,DSC_9347.JPG,37_24_3,0.022099448,177,181,0.143502825,0.140331492,337,27503,11.3821,4106.19,0.468315,0.337538,0.345781,206,9,18,1.40244,0.875106
468915,DSC_9348.JPG,74_50_5,0.022099448,177,181,0.143502825,0.140331492,340,25521,11.3137,3660.54,0.50103,0.337538,0.338883,202,9,20,1.50252,0.760407
468908,DSC_9363.JPG,74_50_7,0.022099448,177,181,0.143502825,0.140331492,254,15652,12.0415,3022.91,0.810602,0.337538,0.329528,130,12,22,1.53773,0.725774
468907,DSC_9364.JPG,78_50_9,0.022099448,177,181,0.143502825,0.140331492,329,26742,12.8062,3858.33,0.691781,0.337538,0.339212,199,11,22,1.60316,0.717923
468906,DSC_9366.JPG,83_50_15,0.022099448,177,181,0.143502825,0.140331492,345,25924,11.1615,3768.54,1.24972,0.337538,0.328952,205,7,19,1.42293,0.843707
468905,DSC_9368.JPG,43_24_11,0.022099448,177,181,0.143502825,0.140331492,270,21802,11.3165,3298.12,0.867667,0.337538,0.33169,171,8,18,1.55414,0.982124
468902,DSC_9371.JPG,74_50_14,0.022099448,177,181,0.143502825,0.140331492,288,17922,10.3923,2523.63,1.15154,0.283834,0.322576,176,8,20,1.42326,0.90799
468900,DSC_9375.JPG,77_50_11,0.022099448,177,181,0.143502825,0.140331492,286,29724,10.7057,4013.82,1.40544,0.283834,0.32515,180,8,23,1.43329,0.895671
468883,DSC_9396.JPG,86_50_4,0.022099448,177,181,0.143502825,0.140331492,279,19871,12.0575,2691.56,1.39486,0.337538,0.33217,165,18,15,1.37178,0.843864
468882,DSC_9397.JPG,73_50_6,0.022099448,177,181,0.143502825,0.140331492,306,22357,12.8234,3749.04,0.84086,0.337538,0.337478,189,5,16,1.57267,0.949162
468881,DSC_9399.JPG,73_50_15,0.022099448,177,181,0.143502825,0.140331492,368,24308,12.1677,3335.65,0.530828,0.337538,0.330885,222,10,27,1.48559,0.81416
468879,DSC_9401.JPG,86_50_11,0.022099448,177,181,0.143502825,0.140331492,296,25593,10.4907,3368.66,0.748082,0.337538,0.34366,197,13,20,1.36738,0.761543
468874,DSC_9406.JPG,43_24_2,0.022099448,177,181,0.143502825,0.140331492,274,23166,12.5471,4598.32,1.01009,0.337538,0.361252,155,6,14,1.62332,1.06664
468861,DSC_9421.JPG,49_24_3,0.022099448,177,181,0.143502825,0.140331492,296,22699,11.3686,3450.48,0.785173,0.337538,0.33418,165,7,5,1.39422,0.787703
