"","Experiment.Tag","Image.ID","Image.name","circle.ratio","x.pixel","y.pixel","xScale","yScale","computation.time","Skeleton.Vertices","DIA_STM","AREA","AVG_DENSITY","TD_MED","TD_AVG","RTP_COUNT","ADVT_COUNT","BASAL_COUNT","HYP_DIA","TAP_DIA","environment","plantmass"
"152","37_55_4",470233,"DSC_0739.JPG",0.005025126,198,199,0.128282828,0.127638191,440,39279,10.6132,4065.61,1.37337,0.304343,0.298328,270,16,27,1.32094,0.892908,"ws","17.53"
"153","37_55_5",470250,"DSC_0719.JPG",0.005050505,197,198,0.12893401,0.128282828,393,33080,11.3821,3445.22,0.971675,0.305884,0.29981,250,12,21,1.29037,0.673399,"ws","14.51"
"154","37_55_7",470247,"DSC_0722.JPG",0,197,197,0.12893401,0.12893401,411,37896,11.3137,4465.23,1.51291,0.306658,0.304921,222,6,26,1.30222,0.850349,"ws","19.62"
"155","37_55_8",470239,"DSC_0733.JPG",0.005025126,198,199,0.128282828,0.127638191,364,26260,10.7831,2596.34,1.06299,0.304343,0.304244,179,8,20,1.28951,0.659889,"ws","71.36"
"156","37_55_9",470018,"DSC_0830.JPG",0.029411765,198,204,0.128282828,0.124509804,270,17295,9.60974,1557.92,1.29088,0.300623,0.294871,148,25,11,1.00878,0.791946,"ws","12"
"157","38_55_10",469650,"DSC_0042.JPG",0.01025641,193,195,0.131606218,0.13025641,228,13579,9.49969,1471.17,0.701035,0.311409,0.317584,140,9,29,0.977985,0.660517,"ws","13.07"
"158","38_55_3",469889,"DSC_0959.JPG",0.014925373,198,201,0.128282828,0.126368159,249,15654,9.93945,1800.31,1.09168,0.302833,0.296664,114,8,23,1.30298,0.660002,"ws","72.96"
"159","38_55_4",469906,"DSC_0942.JPG",0.01,198,200,0.128282828,0.127,288,22691,10.7735,2643.85,0.489235,0.303584,0.29938,151,7,25,1.35118,0.750067,"ws","75.38"
"160","38_55_5",469973,"DSC_0875.JPG",0.015,197,200,0.12893401,0.127,314,27884,11.6162,4080.41,0.845868,0.304359,0.336592,174,6,27,1.43661,1.01275,"ws","76.67"
"162","38_55_8",469911,"DSC_0937.JPG",0.014925373,198,201,0.128282828,0.126368159,426,44508,11.7836,4581.69,0.73745,0.302833,0.31174,249,13,24,1.35675,0.680203,"ws","73.66"
"163","39_55_1",470382,"DSC_0532.JPG",0.004651163,214,215,0.118691589,0.118139535,579,46848,14.8532,6335.3,0.663288,0.281641,0.294728,327,17,31,1.03214,0.773103,"ws","22.4"
"164","39_55_6",470351,"DSC_0500.JPG",0.004651163,214,215,0.118691589,0.118139535,348,26926,10.9545,2608.1,0.666372,0.281641,0.288271,215,11,19,1.2211,0.712181,"ws","16.08"
"165","39_55_7",470418,"DSC_0570.JPG",0.00921659,215,217,0.118139535,0.117050691,622,36730,11.3494,3739.19,0.746616,0.27969,0.289264,300,9,38,1.39546,0.739113,"ws","19.19"
"166","39_55_8",470389,"DSC_0540.JPG",0,214,214,0.118691589,0.118691589,608,46957,12.3818,4986.63,0.378086,0.282298,0.293365,313,12,43,1.31282,0.71322,"ws","23.9"
"168","40_55_1",469908,"DSC_0940.JPG",0.014925373,198,201,0.128282828,0.126368159,302,19177,10,1915.62,0.709359,0.302833,0.29587,139,12,17,1.28944,0.514839,"ws","15.63"
"169","40_55_10",470242,"DSC_0730.JPG",0,197,197,0.12893401,0.12893401,354,24785,11.0297,3158.69,0.907852,0.306658,0.320043,163,8,18,1.23569,0.643313,"ws","14.99"
"170","40_55_11",469903,"DSC_0945.JPG",0.019704433,199,203,0.127638191,0.125123153,195,8927,9.80645,1179.04,1.60015,0.300586,0.313652,83,8,22,1.22105,0.661244,"ws","71.72"
"171","40_55_12",470029,"DSC_0819.JPG",0.034146341,198,205,0.128282828,0.123902439,291,23178,11.1355,2180.83,1.16853,0.299901,0.296501,168,6,17,1.0396,0.726555,"ws","71.88"
"172","40_55_13",469945,"DSC_0903.JPG",0.029268293,199,205,0.127638191,0.123902439,282,18805,11.1123,2009.35,0.651588,0.299134,0.315866,164,6,28,1.25286,0.650954,"ws","72.77"
"173","40_55_14",469986,"DSC_0862.JPG",0.024390244,200,205,0.127,0.123902439,322,24150,9.93945,2546.81,1.60757,0.298375,0.308528,166,14,32,1.18166,0.584368,"ws","14.53"
"174","40_55_15",469918,"DSC_0930.JPG",0.005050505,197,198,0.12893401,0.128282828,353,28658,11.7245,3581.41,1.07121,0.305884,0.311544,180,7,18,1.32327,0.771487,"ws","18.1"
"175","40_55_16",469568,"DSC_1050.JPG",0.005050505,197,198,0.12893401,0.128282828,257,23225,9.60974,2451.89,1.5435,0.305884,0.305658,129,11,16,1.21585,0.636623,"ws","13.66"
"176","40_55_2",469867,"DSC_0981.JPG",0.005,199,200,0.127638191,0.127,333,28359,11.1471,2889.85,0.963755,0.302818,0.305161,151,13,21,1.24503,0.626742,"ws","14.2"
"177","40_55_3",469868,"DSC_0980.JPG",0.005025126,198,199,0.128282828,0.127638191,383,27465,11.8346,3276.05,0.705543,0.304343,0.322242,199,11,14,1.26468,0.740088,"ws","15.35"
"179","40_55_6",470234,"DSC_0738.JPG",0.005076142,196,197,0.129591837,0.12893401,404,29658,10.198,3466.74,0.552784,0.307441,0.304558,222,12,21,1.28388,0.789385,"ws","72.86"
"180","40_55_7",470231,"DSC_0741.JPG",0.005076142,196,197,0.129591837,0.12893401,429,36070,9.49969,4726.82,1.48649,0.307441,0.324092,199,16,21,1.17772,0.860836,"ws","19.37"
"181","40_55_8",470034,"DSC_0812.JPG",0.02955665,197,203,0.12893401,0.125123153,280,24730,10.141,2142.48,1.18432,0.302127,0.295908,163,17,11,0.931151,0.676478,"ws","13.66"
"182","40_55_9",470235,"DSC_0737.JPG",0.01010101,196,198,0.129591837,0.128282828,284,15289,10.378,2175.32,0.837402,0.306666,0.328311,100,11,5,1.06112,0.598082,"ws","14.61"
"183","41_55_1",470251,"DSC_0718.JPG",0,197,197,0.12893401,0.12893401,440,34791,10.2318,3814.82,0.894747,0.306658,0.310659,242,13,35,1.29193,0.730794,"ws","76.17"
"184","41_55_10",470280,"DSC_0665.JPG",0,198,198,0.128282828,0.128282828,246,20840,10.9239,2285.67,1.72655,0.30511,0.309745,132,11,28,1.2596,0.726954,"ws","71.15"
"185","41_55_11",470275,"DSC_0677.JPG",0.005025126,198,199,0.128282828,0.127638191,318,23639,10.141,2573.6,1.1465,0.304343,0.304086,150,12,18,1.21836,0.768247,"ws","73.41"
"186","41_55_12",470279,"DSC_0666.JPG",0.014851485,199,202,0.127638191,0.125742574,305,22903,10.5627,2400.58,1.67182,0.301322,0.314753,171,17,20,1.23761,0.777598,"ws","74.9"
"187","41_55_13",470194,"DSC_0784.JPG",0.00990099,200,202,0.127,0.125742574,298,21757,10.8714,2483.53,1.34943,0.300563,0.295934,170,12,27,1.30551,0.666309,"ws","16.55"
"188","41_55_14",469891,"DSC_0957.JPG",0.015,197,200,0.12893401,0.127,309,21600,10.6132,2186.58,1.05952,0.304359,0.296331,148,10,27,1.22859,0.570306,"ws","72.25"
"189","41_55_15",470244,"DSC_0728.JPG",0,198,198,0.128282828,0.128282828,269,17231,9.94759,2456.59,3.11355,0.30511,0.322393,97,9,3,1.33476,0.60434,"ws","18.58"
"190","41_55_16",469596,"DSC_1015.JPG",0,197,197,0.12893401,0.12893401,264,20536,11.1442,2293.58,1.1196,0.306658,0.293825,150,15,12,1.37197,0.635329,"ws","16.25"
"191","41_55_2",470261,"DSC_0708.JPG",0,198,198,0.128282828,0.128282828,262,19100,10.4313,2153.27,1.30345,0.30511,0.317411,118,13,18,1.18627,0.650144,"ws","14.9"
"192","41_55_4",470021,"DSC_0827.JPG",0.029411765,198,204,0.128282828,0.124509804,266,18246,10.8464,2363.59,1.51622,0.300623,0.303321,108,12,12,1.26251,1.02201,"ws","15.23"
"193","41_55_5",470025,"DSC_0823.JPG",0.029268293,199,205,0.127638191,0.123902439,240,12916,9.45742,1383.01,1.19906,0.299134,0.292561,116,11,20,1.11182,0.770717,"ws","70.07"
"194","41_55_6",470256,"DSC_0713.JPG",0,198,198,0.128282828,0.128282828,268,23760,10.3923,2785.87,0.825407,0.30511,0.299442,150,10,17,1.23989,0.76623,"ws","73.97"
"196","41_55_9",470020,"DSC_0828.JPG",0.01980198,198,202,0.128282828,0.125742574,290,17241,10.583,1844.42,1.05436,0.254025,0.293608,149,16,17,1.30141,0.651948,"ws","73.68"
"197","50_40_10",470160,"DSC_0426.JPG",0.02020202,194,198,0.130927835,0.128282828,323,26512,10.4242,3036.91,1.44391,0.308255,0.309708,215,24,12,1.08292,0.808611,"ws","17.35"
"198","50_40_11",470440,"DSC_0592.JPG",0.00462963,215,216,0.118139535,0.117592593,409,35620,11.5311,3308.17,0.864611,0.280334,0.279401,277,16,16,1.19179,0.7623,"ws","16.28"
"199","50_40_16",470432,"DSC_0584.JPG",0.00921659,215,217,0.118139535,0.117050691,265,16545,11.4146,1930.79,1.8357,0.27969,0.288969,135,5,32,0.969698,0.671198,"ws","18.44"
"200","50_40_2",470438,"DSC_0590.JPG",0.00462963,215,216,0.118139535,0.117592593,537,33932,6.38687,3384.3,0.547348,0.280334,0.283119,296,7,17,0.876138,0.786188,"ws","19.49"
"201","50_40_3",470376,"DSC_0526.JPG",0.004651163,214,215,0.118691589,0.118139535,452,30525,12.6511,3231.97,1.39368,0.281641,0.281033,213,6,30,1.32862,0.728929,"ws","22.39"
"203","50_40_7",470365,"DSC_0515.JPG",0,215,215,0.118139535,0.118139535,403,35034,11.1355,3664.82,2.14038,0.280985,0.278329,225,17,19,1.15534,0.830293,"ws","20.87"
"204","51_40_1",469995,"DSC_0853.JPG",0.019512195,201,205,0.126368159,0.123902439,168,9680,9.1233,1169.82,1.0373,0.297624,0.297331,42,9,14,1.10379,0.643131,"ws","69.4"
"205","51_40_12",469645,"DSC_0037.JPG",0.020408163,192,196,0.132291667,0.129591837,364,32687,12.6253,4007.27,1.46458,0.311434,0.304728,229,18,24,1.36879,1.0033,"ws","24.17"
"206","51_40_2",470184,"DSC_0794.JPG",0,199,199,0.127638191,0.127638191,234,16441,11.9181,2147.63,0.619283,0.303576,0.303697,108,12,16,1.33509,0.622016,"ws","74.09"
"207","51_40_3",470207,"DSC_0770.JPG",0,198,198,0.128282828,0.128282828,252,22559,10.9666,2626.19,1.02791,0.30511,0.322009,130,8,23,1.37616,0.693585,"ws","16.51"
"208","51_40_4",470180,"DSC_0798.JPG",0.005025126,198,199,0.128282828,0.127638191,333,29706,11.6845,3946.85,0.709962,0.304343,0.312774,141,12,7,1.41559,0.886387,"ws","78.35"
"209","51_40_5",470224,"DSC_0748.JPG",0.005050505,197,198,0.12893401,0.128282828,275,26985,10.7414,3018.7,1.31983,0.305884,0.310923,129,6,21,1.16633,0.774027,"ws","72.88"
"210","51_40_6",470042,"DSC_0803.JPG",0.005025126,198,199,0.128282828,0.127638191,204,14669,10.4907,1858.34,0.879985,0.304343,0.303043,90,6,11,1.23275,0.766847,"ws","13.13"
"211","51_40_7",469944,"DSC_0904.JPG",0.024630542,198,203,0.128282828,0.125123153,256,17511,10.9696,1977.47,0.944317,0.301352,0.293211,110,8,9,1.27978,0.85011,"ws","14.41"
"212","51_40_8",470117,"DSC_0379.JPG",0.010152284,195,197,0.13025641,0.12893401,379,26200,12.8062,3353.86,0.610383,0.308231,0.305968,186,6,27,1.32719,0.60612,"ws","23.8"
"213","51_40_9",470352,"DSC_0501.JPG",0.004651163,214,215,0.118691589,0.118139535,427,33204,11.7738,3188.49,1.80132,0.281641,0.277427,207,15,17,1.04343,0.69535,"ws","20.98"
"214","52_40_1",470181,"DSC_0797.JPG",0.010050251,197,199,0.12893401,0.127638191,410,35741,11.1902,3869.96,0.542371,0.305117,0.309204,199,7,15,1.40157,0.894942,"ws","18.83"
"216","52_40_12",470230,"DSC_0742.JPG",0.005050505,197,198,0.12893401,0.128282828,219,9852,11.0297,1458.9,0.961158,0.305884,0.312773,70,15,4,1.28593,0.901872,"ws","80.16"
"217","52_40_13",470240,"DSC_0732.JPG",0.005050505,197,198,0.12893401,0.128282828,301,24670,10.9575,2937.59,0.670292,0.305884,0.304422,166,8,18,1.20582,0.853436,"ws","76.63"
"218","52_40_14",470030,"DSC_0818.JPG",0.029411765,198,204,0.128282828,0.124509804,378,36105,11.9181,4160.51,0.414662,0.300623,0.300841,206,15,19,1.25601,0.608173,"ws","82.81"
"219","52_40_15",470245,"DSC_0726.JPG",0.005050505,197,198,0.12893401,0.128282828,268,21278,10.1256,2289.14,0.874881,0.305884,0.304493,136,7,15,1.16717,0.586728,"ws","15.15"
"220","52_40_16",470246,"DSC_0723.JPG",0,197,197,0.12893401,0.12893401,311,20948,10.799,3062.75,0.741254,0.306658,0.323446,135,11,26,1.24215,0.750905,"ws","19.51"
"221","52_40_2",470043,"DSC_0802.JPG",0.005025126,198,199,0.128282828,0.127638191,325,23050,10.5864,2904.35,0.914495,0.304343,0.328979,178,8,19,1.2207,0.881373,"ws","15.55"
"222","53_40_2",470197,"DSC_0781.JPG",0.005,199,200,0.127638191,0.127,334,25661,11.8322,3137.81,1.31849,0.302818,0.313172,177,8,27,1.39197,0.713918,"ws","15.55"
"223","52_40_3",470037,"DSC_0809.JPG",0,197,197,0.12893401,0.12893401,380,22349,11.5128,3013.15,0.382647,0.306658,0.301233,171,4,16,1.37824,0.767612,"ws","20.96"
"224","52_40_5",469992,"DSC_0856.JPG",0.024630542,198,203,0.128282828,0.125123153,310,28153,11.4891,3182.29,1.23199,0.301352,0.298699,175,11,22,1.40066,0.769296,"ws","24.3"
"225","52_40_6",469997,"DSC_0851.JPG",0.024752475,197,202,0.12893401,0.125742574,257,18398,10.583,2363.64,0.944953,0.302863,0.322164,104,10,16,1.25601,0.863663,"ws","74.9"
"226","52_40_7",470206,"DSC_0772.JPG",0,196,196,0.129591837,0.129591837,388,37170,11.702,4527.32,0.972152,0.308223,0.309373,177,12,25,1.46751,0.774793,"ws","24.98"
"228","53_40_1",470190,"DSC_0788.JPG",0.005,199,200,0.127638191,0.127,580,44080,11.8706,5402.58,0.501529,0.302818,0.319603,298,15,11,1.4367,1.09286,"ws","77.59"
"229","53_40_10",470204,"DSC_0774.JPG",0.005025126,198,199,0.128282828,0.127638191,345,22022,12.6904,3498.47,1.76352,0.304343,0.313397,169,10,17,1.36303,0.919373,"ws","31.63"
"230","53_40_11",470185,"DSC_0793.JPG",0.005025126,198,199,0.128282828,0.127638191,324,31619,12.49,3847.82,1.40013,0.304343,0.308584,192,16,21,1.5157,0.703972,"ws","28.16"
"231","53_40_12",470211,"DSC_0766.JPG",0,198,198,0.128282828,0.128282828,372,28208,11.7517,3212.95,1.65558,0.30511,0.309763,182,7,25,1.30239,0.694804,"ws","21.07"
"233","53_40_4",470243,"DSC_0729.JPG",0.005050505,197,198,0.12893401,0.128282828,371,31624,12.0666,5507.07,2.29954,0.305884,0.339067,179,16,14,1.5094,1.18009,"ws","26.34"
"235","53_40_9",469591,"DSC_1020.JPG",0.005025126,198,199,0.128282828,0.127638191,226,20097,11.2384,2343.14,1.25529,0.304343,0.300344,108,8,16,1.36066,0.813795,"ws","17.66"
"236","54_40_1",470007,"DSC_0841.JPG",0.029126214,200,206,0.127,0.123300971,378,34819,11.2044,4016.31,1.65892,0.29766,0.300467,239,13,34,1.3617,0.811542,"ws","81.71"
"237","54_40_16",469648,"DSC_0040.JPG",0.015306122,193,196,0.131606218,0.129591837,240,22536,10,2837.3,0.781558,0.310619,0.314292,103,5,15,1.36129,0.81456,"ws","14.42"
"238","54_40_4",470129,"DSC_0392.JPG",0.015306122,193,196,0.131606218,0.129591837,377,28050,11.9838,3171.12,1.74591,0.310619,0.312028,216,13,18,1.45257,0.792039,"ws","18.64"
"239","54_40_5",470118,"DSC_0380.JPG",0.015228426,194,197,0.130927835,0.12893401,407,41309,12.7833,4871.72,0.879356,0.30903,0.314954,215,8,24,1.46042,0.730223,"ws","20.93"
"241","54_40_8",470150,"DSC_0414.JPG",0.015384615,192,195,0.132291667,0.13025641,291,21203,11.7836,2478.61,0.524786,0.312224,0.314183,137,10,19,1.38592,0.621767,"ws","17.01"
"242","55_40_10",470227,"DSC_0745.JPG",0.005076142,196,197,0.129591837,0.12893401,470,35924,11.4467,4498.24,0.579482,0.307441,0.317835,206,11,4,1.42804,0.711764,"ws","81.82"
"243","55_40_11",470027,"DSC_0821.JPG",0.029411765,198,204,0.128282828,0.124509804,262,19077,10.0595,2257.05,1.25078,0.300623,0.314995,132,10,18,1.14248,0.706413,"ws","13.62"
"244","55_40_12",470192,"DSC_0786.JPG",0,199,199,0.127638191,0.127638191,359,35606,12.0208,3712.85,0.633403,0.303576,0.298329,206,10,23,1.44057,0.744948,"ws","21.22"
"245","55_40_13",470202,"DSC_0776.JPG",0,195,195,0.13025641,0.13025641,241,17598,10.1905,1926.49,0.908063,0.309804,0.30999,106,14,15,1.26972,0.774514,"ws","71.74"
"246","55_40_14",470221,"DSC_0751.JPG",0.010050251,197,199,0.12893401,0.127638191,390,31401,12.2621,3721.24,0.937299,0.305117,0.304415,203,7,26,1.20351,0.944103,"ws","20.28"
"247","55_40_15",470205,"DSC_0773.JPG",0.005025126,198,199,0.128282828,0.127638191,295,32317,11.0028,3788.08,0.54766,0.304343,0.304226,146,8,19,1.21153,0.875509,"ws","22.06"
"248","55_40_16",469682,"DSC_0092.JPG",0.01025641,193,195,0.131606218,0.13025641,445,41406,11.4891,5311.26,0.704579,0.311409,0.302401,196,3,22,1.41864,0.641972,"ws","22.18"
"249","55_40_2",470199,"DSC_0779.JPG",0,196,196,0.129591837,0.129591837,355,35263,12.5248,4210.74,0.903548,0.308223,0.309562,182,5,26,1.16482,0.968464,"ws","24.8"
"250","55_40_3",470208,"DSC_0769.JPG",0,198,198,0.128282828,0.128282828,378,34743,11.5415,4600.26,1.07005,0.30511,0.316748,190,12,18,1.5167,0.715134,"ws","83.48"
"251","55_40_5",469558,"DSC_1062.JPG",0,197,197,0.12893401,0.12893401,284,27475,12.5227,4340.49,1.41477,0.306658,0.323508,122,6,16,1.69123,0.911235,"ws","23.32"
"252","55_40_6",470187,"DSC_0791.JPG",0.005025126,198,199,0.128282828,0.127638191,269,28017,11.0387,3213.57,0.990701,0.304343,0.316063,154,13,18,1.34996,0.796243,"ws","75.28"
"253","55_40_7",470229,"DSC_0743.JPG",0,197,197,0.12893401,0.12893401,327,28752,10.9575,3489.49,1.40548,0.306658,0.306467,165,10,20,1.48558,0.672265,"ws","80.17"
"254","55_40_8",470200,"DSC_0778.JPG",0.005076142,196,197,0.129591837,0.12893401,275,23102,11.3576,3100.12,1.31929,0.307441,0.319043,110,9,14,1.39805,0.77138,"ws","18.98"
"255","55_40_9",470223,"DSC_0749.JPG",0,197,197,0.12893401,0.12893401,461,41670,10.8993,4263.12,0.637663,0.306658,0.308988,232,12,13,1.35175,0.827114,"ws","77.64"
"259","56_40_12",470135,"DSC_0398.JPF",0.015228426,194,197,0.130927835,0.12893401,389,36190,11.1384,4089.5,0.660165,0.30903,0.304903,202,12,32,1.34868,0.746022,"ws","17.14"
"260","56_40_13",469689,"DSC_0101.JPG",0.020618557,190,194,0.133684211,0.130927835,514,34218,10.5559,3937.73,0.833897,0.314679,0.314144,338,9,20,1.30434,0.933418,"ws","14.69"
"261","56_40_14",470173,"DSC_0445.JPG",0.004651163,214,215,0.118691589,0.118139535,533,41266,12.1455,4768.9,1.40687,0.281641,0.287979,258,18,25,1.35379,0.866193,"ws","21.33"
"262","56_40_15",470151,"DSC_0415.JPG",0.020304569,193,197,0.131606218,0.12893401,288,17299,10.4489,2247.94,2.11192,0.309836,0.309888,174,8,20,1.1274,0.74814,"ws","17.12"
"263","56_40_2",469684,"DSC_0094.JPG",0.01025641,193,195,0.131606218,0.13025641,548,47753,12.6531,5630.37,0.765717,0.311409,0.307059,282,10,20,1.5344,0.770995,"ws","20.29"
"264","56_40_6",470147,"DSC_0410.JPG",0.015228426,194,197,0.130927835,0.12893401,323,20909,10.3093,2859.51,0.495388,0.30903,0.323795,183,4,26,1.26493,0.924892,"ws","14.1"
"265","56_40_8",470162,"DSC_0428.JPG",0.010152284,195,197,0.13025641,0.12893401,330,18710,6.57774,2154.85,0.767673,0.308231,0.306806,184,16,22,0.927466,0.632335,"ws","16.89"
"266","57_40_1",469658,"DSC_0052.JPG",0.015384615,192,195,0.132291667,0.13025641,346,21324,11.4146,2758.01,0.951493,0.312224,0.311278,296,14,23,1.40967,0.910757,"ws","20.98"
"267","57_40_10",469657,"DSC_0051.JPG",0.015306122,193,196,0.131606218,0.129591837,242,17965,10.0358,2089.42,0.959347,0.310619,0.309207,163,8,20,1.10652,0.950171,"ws","15.98"
"268","57_40_12",470222,"DSC_0750.JPG",0.005050505,197,198,0.12893401,0.128282828,191,13477,11.0771,1978.29,1.18755,0.305884,0.330786,70,8,13,1.3111,0.835965,"ws","17.52"
"269","57_40_13",470041,"DSC_0804.JPG",0.005025126,198,199,0.128282828,0.127638191,170,5952,10.3312,849.161,1.51691,0.304343,0.316765,47,14,15,1.17028,0.599568,"ws","12.54"
"270","57_40_14",469941,"DSC_0907.JPG",0.043478261,198,207,0.128282828,0.122705314,208,12858,9.42414,1316.94,0.436573,0.298477,0.309338,88,9,12,1.25572,0.538243,"ws","15.09"
"271","57_40_15",470201,"DSC_0777.JPG",0.005050505,197,198,0.12893401,0.128282828,248,19141,10.9054,2480.66,1.37888,0.305884,0.302585,94,18,8,1.24209,0.626515,"ws","20.23"
"272","57_40_16",470203,"DSC_0775.JPG",0.014851485,199,202,0.127638191,0.125742574,256,22991,10.9666,2955.17,0.636454,0.301322,0.313186,106,8,11,1.28688,0.81149,"ws","77.1"
"273","57_40_7",470195,"DSC_0783.JPG",0.004950495,201,202,0.126368159,0.125742574,210,13765,11.1471,1695.15,1.12921,0.299812,0.303248,81,13,9,1.2606,0.791443,"ws","18.61"
"274","57_40_8",469664,"DSC_0066.JPG",0.01025641,193,195,0.131606218,0.13025641,379,28467,11.3137,3552.49,1.24824,0.311409,0.313615,246,11,24,1.47372,0.625946,"ws","21.42"
"275","57_40_9",469654,"DSC_0048.JPG",0.020408163,192,196,0.132291667,0.129591837,308,26966,11.1006,3925.53,0.728395,0.311434,0.328242,159,3,27,1.31756,1.12638,"ws","20.64"
"276","58_40_1",469924,"DSC_0924.JPG",0.005025126,198,199,0.128282828,0.127638191,272,20566,11.3165,2423.21,0.343741,0.304343,0.314982,116,4,24,1.27165,1.00821,"ws","75.69"
"278","58_40_11",469972,"DSC_0876.JPG",0.01980198,198,202,0.128282828,0.125742574,253,18572,11.0624,2531.43,0.559347,0.302089,0.303088,105,9,10,1.30168,0.833346,"ws","19.94"
"279","58_40_12",470044,"DSC_0801.JPG",0.005025126,198,199,0.128282828,0.127638191,196,15739,11.1123,2079.31,1.41713,0.304343,0.299255,62,12,6,1.28263,0.640034,"ws","21.4"
"280","58_40_13",470258,"DSC_0711.JPG",0.01,198,200,0.128282828,0.127,275,22434,9.45742,2062.67,0.748551,0.303584,0.311629,105,8,9,1.18033,0.611284,"ws","71.65"
"281","58_40_14",470257,"DSC_0712.JPG",0,198,198,0.128282828,0.128282828,217,19524,10.7446,2760.77,1.35275,0.30511,0.318731,99,12,17,1.31868,0.738267,"ws","77.56"
"282","58_40_15",470262,"DSC_0706.JPG",0.005050505,197,198,0.12893401,0.128282828,316,24234,11.5829,3164.27,0.63701,0.305884,0.314595,123,5,11,1.26009,0.539353,"ws","79.16"
"283","58_40_16",469887,"DSC_0961.JPG",0.014925373,198,201,0.128282828,0.126368159,291,20058,10.9239,2330.47,0.781054,0.302833,0.313698,131,4,12,1.31342,1.05245,"ws","15.22"
"284","58_40_2",470178,"DSC_0800.JPG",0.005050505,197,198,0.12893401,0.128282828,304,31667,10.9817,3153.59,1.38497,0.305884,0.304412,204,12,24,1.38061,0.811296,"ws","14.82"
"285","58_40_3",470182,"DSC_0796.JPG",0,197,197,0.12893401,0.12893401,268,22513,11.1384,2967.61,2.15198,0.306658,0.305841,99,5,14,1.39834,0.763845,"ws","17.55"
"286","58_40_4",470039,"DSC_0806.JPG",0.010050251,197,199,0.12893401,0.127638191,187,9930,10.9239,1308.55,1.23834,0.305117,0.309282,57,15,10,1.26105,0.642921,"ws","75.97"
"287","58_40_5",469957,"DSC_0891.JPG",0.02,196,200,0.129591837,0.127,441,44803,11.702,4950.93,1.69448,0.305141,0.307235,253,14,30,1.35376,0.791789,"ws","79.31"
"288","58_40_6",469996,"DSC_0852.JPG",0.029411765,198,204,0.128282828,0.124509804,263,25477,11.3165,3043.36,0.905694,0.300623,0.323577,117,12,12,1.3939,0.680562,"ws","76.7"
"289","58_40_7",470183,"DSC_0795.JPG",0.010050251,197,199,0.12893401,0.127638191,209,18659,11.1152,2458.79,1.3992,0.305117,0.313616,80,14,12,1.32804,0.842578,"ws","73.22"
"290","58_40_8",470186,"DSC_0792.JPG",0,198,198,0.128282828,0.128282828,325,31405,11.6619,4051.32,0.839893,0.30511,0.31769,136,13,10,1.40014,0.997861,"ws","78.81"
"291","59_40_1",470265,"DSC_0700.JPG",0,198,198,0.128282828,0.128282828,299,23634,10.2318,2524.1,1.33901,0.30511,0.315912,140,7,9,1.28939,0.659277,"ws","14.78"
"292","59_40_10",470125,"DSC_0387.JPG",0.015228426,194,197,0.130927835,0.12893401,452,27582,10.198,3427.49,0.467517,0.30903,0.309384,251,9,21,1.37224,0.797694,"ws","17.36"
"293","59_40_11",470127,"DSC_0390.JPG",0.015228426,194,197,0.130927835,0.12893401,361,26381,10.3923,3186.75,1.17507,0.30903,0.300451,223,8,20,1.3709,0.728032,"ws","17.79"
"294","59_40_12",470196,"DSC_0782.JPG",0.005,199,200,0.127638191,0.127,239,19234,11.1006,2501.68,0.567455,0.302818,0.305705,108,5,18,1.30214,0.739638,"ws","76.68"
"295","59_40_13",470144,"DSC_0407.JPG",0.015228426,194,197,0.130927835,0.12893401,348,27464,6.32456,3123.8,0.442189,0.30903,0.299042,224,30,24,0.75181,0.68769,"ws","17.83"
"296","59_40_14",470139,"DSC_0402.JPG",0.015228426,194,197,0.130927835,0.12893401,275,26106,10.9545,2788.53,0.312392,0.30903,0.313085,161,22,23,1.05214,0.70852,"ws","18.28"
"297","59_40_15",470154,"DSC_0418.JPG",0.02020202,194,198,0.130927835,0.128282828,293,19516,10.3923,2180.97,1.31538,0.308255,0.30249,187,8,28,1.3487,0.739766,"ws","17.4"
"298","59_40_2",470272,"DSC_0691.JPG",0.005050505,197,198,0.12893401,0.128282828,251,18480,10.532,2041.96,1.07035,0.305884,0.321007,134,9,28,1.05114,0.656135,"ws","75.51"
"299","59_40_3",470198,"DSC_0780.JPG",0.00990099,200,202,0.127,0.125742574,291,19810,10.7317,2057.57,1.00296,0.300563,0.310057,137,8,18,1.26062,0.619197,"ws","74.21"
"300","59_40_4",470040,"DSC_0805.JPG",0.005025126,198,199,0.128282828,0.127638191,318,26181,10.7025,3297.88,1.01008,0.304343,0.311193,182,11,14,1.32158,0.837426,"ws","20.21"
"301","59_40_5",470209,"DSC_0768.JPG",0.01,198,200,0.128282828,0.127,268,27173,10.7927,3411.2,2.22961,0.303584,0.323023,152,17,20,1.25617,0.899094,"ws","79.35"
"302","59_40_6",470038,"DSC_0807.JPG",0.005025126,198,199,0.128282828,0.127638191,310,26772,10.9545,3318.34,0.869941,0.304343,0.306576,168,6,30,1.36557,0.717623,"ws","16.83"
"303","59_40_7",470295,"DSC_0625.JPG",0.004651163,216,215,0.117592593,0.118139535,240,22452,9.28238,2313.13,1.5588,0.280334,0.291971,121,10,17,0.979479,0.707026,"ws","20.02"
