"","Experiment.Tag","Image.ID","Image.name","circle.ratio","x.pixel","y.pixel","xScale","yScale","computation.time","Skeleton.Vertices","DIA_STM","AREA","AVG_DENSITY","TD_MED","TD_AVG","RTP_COUNT","ADVT_COUNT","BASAL_COUNT","HYP_DIA","TAP_DIA","environment","plantmass"
"447","73_50_1",468800,"DSC_9516.JPG",0.016574586,178,181,0.142696629,0.140331492,325,14776,10.2579,1717.73,1.38958,0.283028,0.315807,251,18,13,0.925509,0.73874,"ww","17.67"
"448","73_50_10",468871,"DSC_9409.JPG",0.027472527,177,182,0.143502825,0.13956044,300,20070,10.532,3120.46,0.936551,0.336621,0.340399,183,13,18,1.42711,0.869929,"ww","20.07"
"449","73_50_11",468813,"DSC_9500.JPG",0.022099448,177,181,0.143502825,0.140331492,302,19094,12.0208,2790.4,0.910222,0.337538,0.341858,213,11,13,1.5763,0.863769,"ww","20.07"
"450","73_50_12",468790,"DSC_9540.JPG",0.016666667,177,180,0.143502825,0.141111111,394,25568,11.7368,4229.56,0.716648,0.338465,0.337937,349,16,25,1.5744,1.15108,"ww","28.25"
"451","73_50_13",468836,"DSC_9451.JPG",0.016574586,178,181,0.142696629,0.140331492,272,14091,10.378,2343.69,0.901701,0.336579,0.346941,148,6,34,1.31094,0.770958,"ww","19.09"
"452","73_50_14",468867,"DSC_9415.JPG",0.021978022,178,182,0.142696629,0.13956044,401,20187,6.38687,3146.54,0.70369,0.335662,0.344562,243,24,27,0.918587,0.804088,"ww","23.45"
"453","73_50_15",468881,"DSC_9399.JPG",0.022099448,177,181,0.143502825,0.140331492,368,24308,12.1677,3335.65,0.530828,0.337538,0.330885,222,10,27,1.48559,0.81416,"ww","20.06"
"454","73_50_2",468792,"DSC_9536.JPG",0.016574586,178,181,0.142696629,0.140331492,372,25697,11.4865,3767.69,1.24931,0.336579,0.335207,256,10,40,1.6537,0.893312,"ww","22.98"
"455","73_50_3",468855,"DSC_9429.JPG",0.022099448,177,181,0.143502825,0.140331492,211,6835,9.13906,1004.66,1.24976,0.337538,0.340853,106,1,30,1.13797,0.721711,"ww","14.73"
"456","73_50_4",468826,"DSC_9473.JPG",0.022099448,177,181,0.143502825,0.140331492,301,14752,9.96784,1649.5,1.26543,0.337538,0.326541,251,6,17,1.29976,0.738343,"ww","12.63"
"457","73_50_5",468878,"DSC_9402.JPG",0.027472527,177,182,0.143502825,0.13956044,236,14353,10.583,2280.81,1.2871,0.336621,0.334934,131,21,27,0.903141,0.893834,"ww","19.33"
"458","73_50_6",468882,"DSC_9397.JPG",0.022099448,177,181,0.143502825,0.140331492,306,22357,12.8234,3749.04,0.84086,0.337538,0.337478,189,5,16,1.57267,0.949162,"ww","27.23"
"459","73_50_7",468796,"DSC_9522.JPG",0.016574586,178,181,0.142696629,0.140331492,283,20785,11.1355,3180.12,1.21703,0.336579,0.345478,162,7,16,1.5148,0.994613,"ww","22.09"
"460","73_50_8",468841,"DSC_9445.JPG",0.021978022,178,182,0.142696629,0.13956044,238,11724,9.83601,1677.13,0.96383,0.335662,0.335542,134,9,13,0.988674,0.568242,"ww","16.37"
"461","73_50_9",468863,"DSC_9419.JPG",0.027472527,177,182,0.143502825,0.13956044,392,31146,10.9817,4223.24,1.60134,0.336621,0.339963,270,12,27,1.54294,0.788074,"ww","22.54"
"462","74_50_1",468753,"DSC_9584.JPG",0.021978022,178,182,0.142696629,0.13956044,384,19241,11.6619,2112.84,0.712959,0.335662,0.328845,275,12,17,1.39216,0.726862,"ww","17.95"
"463","74_50_10",468884,"DSC_9395.JPG",0.027472527,177,182,0.143502825,0.13956044,298,19237,10.6132,2738.03,0.939522,0.336621,0.327957,177,12,14,1.47409,0.790721,"ww","18.99"
"464","74_50_11",468910,"DSC_9358.JPG",0.016666667,177,180,0.143502825,0.141111111,293,19089,11.7517,3291.33,0.977139,0.338465,0.359234,166,5,12,1.62483,0.807119,"ww","23.84"
"465","74_50_12",468833,"DSC_9454.JPG",0.021978022,178,182,0.142696629,0.13956044,274,10282,10.0985,1460.29,0.604811,0.335662,0.322886,96,2,9,1.3231,0.619706,"ww","16.45"
"466","74_50_13",468825,"DSC_9474.JPG",0.022099448,177,181,0.143502825,0.140331492,356,18615,12.6194,2685.98,2.39313,0.337538,0.330677,252,9,25,1.53063,0.847208,"ww","23.17"
"467","74_50_14",468902,"DSC_9371.JPG",0.022099448,177,181,0.143502825,0.140331492,288,17922,10.3923,2523.63,1.15154,0.283834,0.322576,176,8,20,1.42326,0.90799,"ww","19.7"
"468","74_50_15",468920,"DSC_9340.JPG",0.016666667,177,180,0.143502825,0.141111111,289,21143,11.7738,3355.93,1.63872,0.338465,0.333001,188,10,20,1.61478,0.835117,"ww","24.8"
"469","74_50_16",468849,"DSC_9436.JPG",0.022099448,177,181,0.143502825,0.140331492,385,24477,11.6644,3566.57,0.526145,0.337538,0.341703,199,1,18,1.43891,0.666044,"ww","22.9"
"470","74_50_2",468859,"DSC_9423.JPG",0.022099448,177,181,0.143502825,0.140331492,238,11646,11.3385,1796.57,1.42711,0.337538,0.323449,127,4,24,1.5583,0.655514,"ww","18.9"
"471","74_50_4",468827,"DSC_9472.JPG",0.022099448,177,181,0.143502825,0.140331492,276,14986,10.5627,2116.9,1.18183,0.337538,0.327796,187,5,27,1.45721,0.738601,"ww","19.43"
"472","74_50_5",468915,"DSC_9348.JPG",0.022099448,177,181,0.143502825,0.140331492,340,25521,11.3137,3660.54,0.50103,0.337538,0.338883,202,9,20,1.50252,0.760407,"ww","21.7"
"473","74_50_6",468815,"DSC_9497.JPG",0.011111111,178,180,0.142696629,0.141111111,277,16992,10.2318,2468.8,1.37052,0.337506,0.333267,156,11,18,1.41896,0.81188,"ww","23.04"
"474","74_50_7",468908,"DSC_9363.JPG",0.022099448,177,181,0.143502825,0.140331492,254,15652,12.0415,3022.91,0.810602,0.337538,0.329528,130,12,22,1.53773,0.725774,"ww","32.47"
"475","74_50_8",468822,"DSC_9483.JPG",0.027472527,177,182,0.143502825,0.13956044,307,22960,11.5958,3772.25,0.83673,0.336621,0.342178,191,5,23,1.59061,1.05192,"ww","27.96"
"476","74_50_9",468873,"DSC_9407.JPG",0.022222222,176,180,0.144318182,0.141111111,354,27590,11.1384,4131.65,1.15408,0.339435,0.339845,205,5,17,1.49277,0.940962,"ww","21.78"
"477","75_50_1",468817,"DSC_9492.JPG",0.011111111,178,180,0.142696629,0.141111111,308,26507,11.0028,3992.3,0.588129,0.337506,0.33876,220,11,30,1.44452,0.884065,"ww","21.61"
"478","75_50_10",468662,"DSC_9765.JPG",0.015228426,194,197,0.130927835,0.12893401,341,23728,12.7622,3147.66,0.507403,0.30903,0.312995,211,15,19,1.38346,0.731683,"ww","23.67"
"479","75_50_11",468666,"DSC_9758.JPG",0.01025641,193,195,0.131606218,0.13025641,475,38834,12.9042,4762.56,0.857114,0.311409,0.313655,260,7,36,1.50428,0.767297,"ww","20.29"
"480","75_50_12",468669,"DSC_9753.JPG",0.015228426,194,197,0.130927835,0.12893401,324,25309,11.3137,3020.09,0.343211,0.30903,0.306247,146,21,19,0.77107,0.744747,"ww","21.5"
"481","75_50_13",468655,"DSC_9778.JPG",0.020408163,192,196,0.132291667,0.129591837,454,29010,12.1655,3294.63,0.520941,0.311434,0.304016,281,11,35,1.4124,0.74031,"ww","23.95"
"482","75_50_14",468671,"DSC_9751.JPG",0.01025641,193,195,0.131606218,0.13025641,478,27839,11.6619,3901.82,0.595667,0.311409,0.318175,352,8,27,1.55636,0.863759,"ww","23.61"
"483","75_50_15",468686,"DSC_9721.JPG",0.010204082,194,196,0.130927835,0.129591837,406,23137,11.0028,2371.38,0.91095,0.26052,0.298274,295,4,33,1.30775,0.754148,"ww","17.05"
"484","75_50_16",468679,"DSC_9731.JPG",0.015384615,192,195,0.132291667,0.13025641,410,31943,10.6697,4543.59,1.15559,0.312224,0.317011,249,35,20,1.001,0.778291,"ww","28.92"
"485","75_50_2",468656,"DSC_9776.JPG",0.010204082,194,196,0.130927835,0.129591837,429,27945,10.5423,2817.76,1.15805,0.309812,0.307007,265,6,30,1.20187,0.77193,"ww","16.3"
"486","75_50_3",468682,"DSC_9727.JPG",0.015306122,193,196,0.131606218,0.129591837,439,26219,9.48097,3139.59,0.837043,0.310619,0.311116,268,11,25,0.718125,0.684321,"ww","21.73"
"487","75_50_4",468659,"DSC_9771.JPG",0.020304569,193,197,0.131606218,0.12893401,404,26217,12.273,3280.66,1.93335,0.309836,0.309993,247,9,26,1.50429,0.628257,"ww","22.98"
"488","75_50_5",468693,"DSC_9710.JPG",0.015306122,193,196,0.131606218,0.129591837,326,30575,9.8653,2968.27,0.499564,0.310619,0.309655,224,18,31,0.840883,0.766023,"ww","16.58"
"489","75_50_6",468680,"DSC_9730.JPG",0.015306122,193,196,0.131606218,0.129591837,507,37935,6.72717,4542.11,0.922082,0.310619,0.306319,277,16,29,0.944936,0.784991,"ww","21.25"
"491","75_50_7",468696,"DSC_9706.JPG",0.020304569,193,197,0.131606218,0.12893401,325,15153,7.82229,1363.2,1.30527,0.309836,0.304925,242,11,36,1.04876,0.653276,"ww","12.14"
"492","75_50_8",468670,"DSC_9752.JPG",0.015306122,193,196,0.131606218,0.129591837,389,24955,12.0825,2800.02,0.582574,0.310619,0.312417,205,10,7,0.540698,0.559109,"ww","21.94"
"493","75_50_9",468707,"DSC_9680.JPG",0.015228426,194,197,0.130927835,0.12893401,472,30578,12.1921,3859.38,1.43973,0.30903,0.312276,310,10,27,1.33733,0.869765,"ww","20.83"
"494","76_50_1",468748,"DSC_9591.JPG",0.016483516,179,182,0.141899441,0.13956044,357,23111,11.4891,2974.2,0.578554,0.334714,0.331571,228,12,22,1.44686,0.797377,"ww","23.47"
"495","76_50_10",468678,"DSC_9732.JPG",0.01025641,193,195,0.131606218,0.13025641,403,31512,5.3183,4085.12,0.625331,0.311409,0.305776,195,9,21,0.77591,0.934327,"ww","27.29"
"498","76_50_13",468689,"DSC_9716.JPG",0.015228426,194,197,0.130927835,0.12893401,341,20838,11.2044,2304.92,0.879067,0.30903,0.309124,205,11,15,1.40597,0.725945,"ww","17.52"
"499","76_50_14",468726,"DSC_9644.JPG",0.010309278,192,194,0.132291667,0.130927835,519,29193,5.65685,3142.3,0.730751,0.313022,0.310371,404,25,58,0.973712,0.677355,"ww","18.28"
"500","76_50_15",468766,"DSC_9569.JPG",0.022099448,177,181,0.143502825,0.140331492,360,22823,11.3631,2739.83,0.619419,0.337538,0.321645,242,21,18,1.09749,0.619363,"ww","20.44"
"501","76_50_16",468731,"DSC_9632.JPG",0.016574586,178,181,0.142696629,0.140331492,365,27613,13.4181,4368.88,0.507544,0.336579,0.32552,187,4,14,1.63935,1.1528,"ww","24.72"
"502","76_50_2",468814,"DSC_9499.JPG",0.016666667,177,180,0.143502825,0.141111111,402,32271,11.8921,4216.36,0.546664,0.338465,0.324698,309,19,39,0.836938,0.875256,"ww","29.88"
"503","76_50_3",468668,"DSC_9754.JPG",0.010204082,194,196,0.130927835,0.129591837,353,22463,10.2018,2032.26,1.12444,0.309812,0.299903,275,15,34,1.09181,0.611751,"ww","14.76"
"504","76_50_4",468688,"DSC_9719.JPG",0.015228426,194,197,0.130927835,0.12893401,342,25707,12.8986,3077.4,0.453309,0.30903,0.305036,206,13,15,1.45073,0.845224,"ww","22.4"
"505","76_50_5",468690,"DSC_9715.JPG",0.020304569,193,197,0.131606218,0.12893401,371,29871,13.5647,4138.77,1.15526,0.309836,0.32367,242,12,27,1.64624,0.863429,"ww","27.26"
"506","76_50_6",468723,"DSC_9653.JPG",0.015306122,193,196,0.131606218,0.129591837,709,35029,5.3183,4162.18,0.65097,0.310619,0.311426,404,17,18,0.884314,0.859286,"ww","20.54"
"509","76_50_9",468794,"DSC_9528.JPG",0.022099448,177,181,0.143502825,0.140331492,487,31902,10.9666,4123.09,0.344281,0.337538,0.332458,297,34,25,0.888744,0.968501,"ww","20.48"
"510","77_50_1",468899,"DSC_9377.JPG",0.021978022,178,182,0.142696629,0.13956044,252,15591,11.7762,2127.1,2.78986,0.335662,0.327838,143,8,23,1.47702,0.827055,"ww","18.54"
"512","77_50_12",468911,"DSC_9352.JPG",0.021978022,178,182,0.142696629,0.13956044,265,18507,10.0985,2707.12,1.0807,0.335662,0.349057,161,14,21,1.41393,0.666665,"ww","13.52"
"513","77_50_13",468893,"DSC_9384.JPG",0.027472527,177,182,0.143502825,0.13956044,351,29892,12.0369,4106.3,0.841547,0.336621,0.342722,231,11,20,1.5111,0.881054,"ww","17.94"
"514","77_50_14",468925,"DSC_9335.JPG",0.016574586,178,181,0.142696629,0.140331492,301,20634,10.016,3027.27,1.94182,0.336579,0.346268,153,8,25,1.40219,0.910453,"ww","16.21"
"515","77_50_15",468843,"DSC_9442.JPG",0.022099448,177,181,0.143502825,0.140331492,161,2742,8.26753,499.522,1.3682,0.337538,0.332445,29,4,9,1.21572,0.616226,"ww","11.4"
"516","77_50_16",468789,"DSC_9541.JPG",0.022099448,177,181,0.143502825,0.140331492,305,19931,6.41736,2544.27,0.72604,0.337538,0.325771,234,12,27,1.12635,0.888983,"ww","16.86"
"517","77_50_2",468860,"DSC_9422.JPG",0.022099448,177,181,0.143502825,0.140331492,280,19763,9.38083,2206.17,1.35861,0.283834,0.322688,172,9,26,1.32061,0.775789,"ww","15.57"
"518","77_50_4",468928,"DSC_9331.JPG",0.022099448,177,181,0.143502825,0.140331492,260,17028,9.45742,2350.91,0.795978,0.337538,0.325924,140,10,11,1.41725,0.644016,"ww","14.31"
"519","77_50_5",468853,"DSC_9431.JPG",0.022099448,177,181,0.143502825,0.140331492,272,20901,11.4119,3126.18,1.14777,0.337538,0.340403,163,5,31,1.47064,0.802231,"ww","19.59"
"520","77_50_6",468872,"DSC_9408.JPG",0.016666667,177,180,0.143502825,0.141111111,294,18053,11.4997,2388.25,0.786514,0.338465,0.330679,171,10,21,1.46699,0.80965,"ww","16.4"
"521","77_50_7",468869,"DSC_9411.JPG",0.027472527,177,182,0.143502825,0.13956044,320,25410,11.6543,3476.5,1.73427,0.336621,0.33632,189,7,19,1.55089,0.668408,"ww","19.17"
"522","77_50_8",468804,"DSC_9512.JPG",0.021978022,178,182,0.142696629,0.13956044,317,23172,10.6166,2822.92,0.867137,0.335662,0.331601,200,9,27,1.16494,0.812011,"ww","15.43"
"523","77_50_9",468795,"DSC_9525.JPG",0.021978022,178,182,0.142696629,0.13956044,265,10783,9.6322,1388.6,0.862584,0.282257,0.323498,157,2,10,1.15622,0.614745,"ww","12.83"
"524","78_50_1",468929,"DSC_9330.JPG",0.022099448,177,181,0.143502825,0.140331492,363,26530,12.9908,3625.08,2.15806,0.283834,0.322604,159,1,16,1.44646,0.624425,"ww","22.46"
"525","78_50_10",468909,"DSC_9361.JPG",0.027472527,177,182,0.143502825,0.13956044,297,21564,11.5829,2828.82,0.688046,0.336621,0.339617,182,8,18,1.3494,0.968554,"ww","17.13"
"526","78_50_11",468852,"DSC_9432.JPG",0.022099448,177,181,0.143502825,0.140331492,415,34195,12.9283,4114.79,0.910962,0.337538,0.326763,255,11,31,1.52459,0.760975,"ww","21.83"
"527","78_50_12",468897,"DSC_9379.JPG",0.016666667,177,180,0.143502825,0.141111111,420,30655,11.9063,3998.01,0.95063,0.338465,0.344312,230,5,25,1.52707,0.974015,"ww","17.96"
"528","78_50_13",468781,"DSC_9551.JPG",0.021978022,178,182,0.142696629,0.13956044,410,23661,9.94759,2648.27,1.65827,0.335662,0.320479,269,12,20,1.3809,0.739073,"ww","16"
"529","78_50_14",468828,"DSC_9469.JPG",0.016574586,178,181,0.142696629,0.140331492,408,31167,11.9838,3681.87,0.578164,0.336579,0.331716,295,10,24,1.51192,0.869831,"ww","18.16"
"530","78_50_15",165,"DSC_9304.JPG",0.022222222,176,180,0.144318182,0.141111111,195,21009,11.19301917,3626.703402,1.351016299,0.339434546,0.343435036,120,12,20,1.522056942,1.090444452,"ww","24.02"
"531","78_50_16",468851,"DSC_9434.JPG",0.022099448,177,181,0.143502825,0.140331492,312,22010,10.378,2623.86,0.647108,0.337538,0.337803,196,8,17,1.3828,0.739685,"ww","15.52"
"532","78_50_2",468930,"DSC_9329.JPG",0.016574586,178,181,0.142696629,0.140331492,267,16354,11.5311,2262.79,0.737986,0.336579,0.331271,141,6,14,1.43438,0.665199,"ww","16.61"
"533","78_50_3",468839,"DSC_9447.JPG",0.016574586,178,181,0.142696629,0.140331492,273,27505,10.5183,3435.82,0.85035,0.336579,0.321105,160,10,14,1.39525,0.845304,"ww","18.8"
"534","78_50_4",224,"DSC_9477.JPG",0.022099448,177,181,0.143502825,0.140331492,295,34272,11.66442501,4231.892755,1.194455452,0.337537789,0.327663265,327,7,21,1.503068276,0.675525101,"ww","22.93"
"535","78_50_5",468937,"DSC_9310.JPG",0.022099448,177,181,0.143502825,0.140331492,233,12248,12.0575,1995.99,1.28759,0.337538,0.352005,107,8,21,1.55226,0.977344,"ww","21.8"
"536","78_50_6",166,"DSC_9305.JPG",0.021857923,179,183,0.141899441,0.138797814,208,20321,12.0574564,2814.403899,0.776720716,0.333807173,0.330616048,150,14,16,1.548712726,0.773475821,"ww","18.12"
"537","78_50_7",468936,"DSC_9315.JPG",0.027173913,179,184,0.141899441,0.138043478,251,12691,11.7958,1873.35,1.04694,0.33291,0.333373,91,7,15,1.39686,1.22735,"ww","19.86"
"538","78_50_8",468785,"DSC_9546.JPG",0.016574586,178,181,0.142696629,0.140331492,391,19125,10.6366,1852.96,1.13422,0.283028,0.319655,336,21,22,0.968055,0.516409,"ww","16.05"
"539","78_50_9",468907,"DSC_9364.JPG",0.022099448,177,181,0.143502825,0.140331492,329,26742,12.8062,3858.33,0.691781,0.337538,0.339212,199,11,22,1.60316,0.717923,"ww","23.43"
"540","79_50_1",468952,"DSC_9280.JPG",0.011173184,177,179,0.143502825,0.141899441,315,25793,11.0028,4634.25,0.720118,0.339402,0.358564,168,8,15,1.60422,0.984812,"ww","26.29"
"541","79_50_10",468991,"DSC_9229.JPG",0.02247191,174,178,0.145977011,0.142696629,196,18857,10.198,3045.49,1.98504,0.343293,0.360588,73,8,12,0.93137,1.21168,"ww","15.44"
"542","79_50_11",468999,"DSC_9220.JPG",0.022099448,177,181,0.143502825,0.140331492,273,22799,10.2579,3417.76,1.94564,0.337538,0.353727,149,19,19,0.764191,0.89957,"ww","20.05"
"543","79_50_12",468983,"DSC_9241.JPG",0.011235955,176,178,0.144318182,0.142696629,305,29005,12.0023,3951.42,1.02072,0.34132,0.337245,151,6,21,1.48897,0.801439,"ww","19.01"
"544","79_50_13",468990,"DSC_9233.JPG",0.016759777,176,179,0.144318182,0.141899441,273,21612,11.8322,3218.96,1.71727,0.340372,0.357012,117,10,8,1.45299,0.983017,"ww","18.06"
"545","79_50_14",468958,"DSC_9272.JPG",0.022222222,176,180,0.144318182,0.141111111,276,23491,10.3959,3586.89,1.15941,0.339435,0.352811,144,7,16,1.28058,0.90434,"ww","17.33"
"548","79_50_2",469003,"DSC_9210.JPG",0.022222222,176,180,0.144318182,0.141111111,277,27047,11.3686,4778.71,0.861765,0.339435,0.349397,140,7,15,1.592,1.04691,"ww","24.17"
"549","79_50_3",468888,"DSC_9391.JPG",0.027624309,176,181,0.144318182,0.140331492,299,21469,10.9575,3076.18,1.12412,0.338507,0.333037,167,8,18,1.50338,0.917144,"ww","18.91"
"550","79_50_4",469002,"DSC_9216.JPG",0.016759777,176,179,0.144318182,0.141899441,188,10811,10.1256,1690.39,1.66479,0.340372,0.335545,72,7,7,1.40325,1.10842,"ww","12.98"
"551","79_50_5",468923,"DSC_9337.JPG",0.016666667,177,180,0.143502825,0.141111111,382,26604,11.1355,3636.73,0.906181,0.338465,0.33043,224,7,20,1.62633,0.974999,"ww","19.72"
"552","79_50_6",468957,"DSC_9273.JPG",0.022222222,176,180,0.144318182,0.141111111,340,31504,11.8538,4941.81,0.639898,0.339435,0.351697,205,15,27,1.49534,0.918362,"ww","24.75"
"553","79_50_7",468997,"DSC_9222.JPG",0.016666667,177,180,0.143502825,0.141111111,414,44038,12.7313,6069.59,0.676192,0.338465,0.349625,233,7,28,1.6046,0.896943,"ww","19.4"
"554","79_50_8",468982,"DSC_9242.JPG",0.016759777,176,179,0.144318182,0.141899441,287,31133,11.4467,4906.55,1.56284,0.340372,0.371674,156,14,12,1.63542,0.912353,"ww","22.66"
"555","79_50_9",469004,"DSC_9209.JPG",0.022222222,176,180,0.144318182,0.141111111,190,13881,12.4259,2231.81,1.07228,0.339435,0.349587,70,16,10,0.754084,1.1567,"ww","14.51"
"556","80_50_1",468986,"DSC_9237.JPG",0.011173184,177,179,0.143502825,0.141899441,285,26022,12.405,4210.04,1.76538,0.339402,0.344203,174,17,13,1.73482,0.909387,"ww","29.6"
"557","80_50_10",468995,"DSC_9224.JPG",0.016666667,177,180,0.143502825,0.141111111,218,14453,9.94759,2135.08,0.571811,0.338465,0.352544,90,1,18,1.20071,1.073,"ww","16.21"
"558","80_50_11",468985,"DSC_9238.JPG",0.016759777,176,179,0.144318182,0.141899441,255,14927,10.9575,2692.19,1.2336,0.340372,0.355157,116,4,14,1.60084,1.14804,"ww","21.2"
"559","80_50_12",468987,"DSC_9236.JPG",0.02247191,174,178,0.145977011,0.142696629,288,20381,10.291,3520.55,1.02655,0.343293,0.35314,130,6,4,1.61633,0.811132,"ww","17.6"
"560","80_50_13",468890,"DSC_9389.JPG",0.021978022,178,182,0.142696629,0.13956044,340,18180,10.583,2414.05,0.724402,0.335662,0.323892,190,5,16,1.52678,0.754013,"ww","18.78"
"561","80_50_14",468954,"DSC_9277.JPG",0.021978022,178,182,0.142696629,0.13956044,214,13143,10.2579,2138.11,1.796,0.335662,0.334205,93,7,12,1.32706,0.688693,"ww","17.99"
"562","80_50_15",468993,"DSC_9227.JPG",0.02247191,174,178,0.145977011,0.142696629,244,25370,10.5965,3576.08,1.44449,0.343293,0.347841,133,16,24,1.5488,0.685877,"ww","20.41"
"563","80_50_16",468955,"DSC_9276.JPG",0.022099448,177,181,0.143502825,0.140331492,264,21656,12.6491,3157.13,0.559317,0.337538,0.348985,141,10,13,1.0958,0.992728,"ww","22.88"
"564","80_50_2",468974,"DSC_9252.JPG",0.016759777,176,179,0.144318182,0.141899441,263,18578,12.2794,3110.36,1.24263,0.340372,0.350585,114,8,13,1.64289,1.01526,"ww","24.15"
"565","80_50_3",468989,"DSC_9234.JPG",0.016666667,177,180,0.143502825,0.141111111,224,16181,10.8212,2655.63,1.81098,0.338465,0.342318,112,14,13,1.30526,0.978188,"ww","21.09"
"566","80_50_4",469020,"DSC_9136.JPG",0.016759777,176,179,0.144318182,0.141899441,216,18546,10.8212,2979.15,0.9942,0.340372,0.332961,126,10,22,1.60278,0.786859,"ww","22"
"567","80_50_5",468998,"DSC_9221.JPG",0.022346369,175,179,0.145142857,0.141899441,267,17361,10.8464,2737.15,1.44095,0.341353,0.354568,130,16,15,1.23853,0.83308,"ww","21.48"
"568","80_50_6",468953,"DSC_9278.JPG",0.022346369,175,179,0.145142857,0.141899441,223,14964,11.193,2258.83,1.65598,0.287042,0.326858,142,17,26,1.54753,0.714441,"ww","17.9"
"569","80_50_7",468959,"DSC_9270.JPG",0.016666667,177,180,0.143502825,0.141111111,252,18163,13.0721,3045.13,1.59407,0.338465,0.334616,145,7,18,1.64629,0.699098,"ww","24"
"570","80_50_8",469001,"DSC_9217.JPG",0.022222222,176,180,0.144318182,0.141111111,225,21423,11.4467,3161.3,1.10052,0.339435,0.359398,119,17,17,1.27168,0.732136,"ww","20.08"
"571","80_50_9",469018,"DSC_9163.JPG",0.027777778,175,180,0.145142857,0.141111111,223,25400,10.9054,4500.66,1.38338,0.340415,0.338536,125,14,16,1.36158,1.02857,"ww","24.4"
"572","81_50_1",468821,"DSC_9484.JPG",0.016574586,178,181,0.142696629,0.140331492,271,12930,10.2018,1689.19,0.761644,0.283028,0.322197,193,9,6,1.43343,0.700825,"ww","17.23"
"573","81_50_10",468835,"DSC_9452.JPG",0.022099448,177,181,0.143502825,0.140331492,327,20979,11.6341,2451.76,0.974619,0.337538,0.324545,225,8,22,1.4287,0.743895,"ww","19.29"
"574","81_50_11",468903,"DSC_9370.JPG",0.027472527,177,182,0.143502825,0.13956044,201,8766,9.90259,1406.86,1.55488,0.336621,0.327474,110,24,13,1.03236,0.816112,"ww","18.46"
"575","81_50_12",468931,"DSC_9328.JPG",0.022099448,177,181,0.143502825,0.140331492,212,12192,10.7735,1796.23,0.491347,0.337538,0.329613,110,3,25,1.37101,0.861606,"ww","17.16"
"576","81_50_13",468895,"DSC_9381.JPG",0.027472527,177,182,0.143502825,0.13956044,339,27038,11.3165,3561.04,0.969027,0.336621,0.327681,200,15,20,1.29934,0.743657,"ww","21.79"
"578","81_50_15",468793,"DSC_9529.JPG",0.022099448,177,181,0.143502825,0.140331492,543,30009,9.75084,2988.94,0.819561,0.337538,0.325569,371,12,15,1.01374,0.68298,"ww","15"
"579","81_50_16",468767,"DSC_9568.JPG",0.022099448,177,181,0.143502825,0.140331492,417,22822,9.65895,2319.85,1.7003,0.337538,0.323277,347,11,28,1.27338,0.620548,"ww","17.32"
"580","81_50_2",468935,"DSC_9317.JPG",0.022099448,177,181,0.143502825,0.140331492,237,20987,12.4321,2966.83,0.727009,0.283834,0.326496,133,11,12,1.60194,0.913719,"ww","24.41"
"581","81_50_3",468838,"DSC_9448.JPG",0.016759777,176,179,0.144318182,0.141899441,357,23979,11.2044,3279.82,0.588373,0.340372,0.332409,240,11,23,1.58655,0.740595,"ww","22.49"
"582","81_50_4",468829,"DSC_9468.JPG",0.021857923,179,183,0.141899441,0.138797814,291,18565,10.4803,2451.69,1.08993,0.333807,0.329914,180,13,21,1.28583,0.874002,"ww","18.36"
"583","81_50_5",468939,"DSC_9299.JPG",0.022222222,176,180,0.144318182,0.141111111,242,13610,12.2207,2619.48,1.22666,0.339435,0.361583,121,9,25,1.12136,0.905067,"ww","24.97"
"584","81_50_6",468941,"DSC_9297.JPG",0.022222222,176,180,0.144318182,0.141111111,363,33680,11.3137,4644.07,0.892102,0.339435,0.334345,239,10,21,1.49439,0.913293,"ww","25.05"
"585","81_50_7",468774,"DSC_9558.JPG",0.021978022,178,182,0.142696629,0.13956044,367,19553,11.5545,2417.82,0.784264,0.335662,0.316111,247,11,20,1.41371,0.782547,"ww","22.29"
"586","81_50_8",468940,"DSC_9298.JPG",0.022222222,176,180,0.144318182,0.141111111,318,25107,10.583,3597.58,0.724503,0.339435,0.340796,174,7,15,1.5269,1.01421,"ww","20.27"
"587","81_50_9",468921,"DSC_9339.JPG",0.022099448,177,181,0.143502825,0.140331492,324,25782,11.0653,3313.26,0.418046,0.337538,0.321786,232,12,19,1.46035,0.824101,"ww","21.23"
"588","82_50_1",468657,"DSC_9775.JPG",0.015228426,194,197,0.130927835,0.12893401,292,17226,5.67882,2461.46,0.908551,0.30903,0.302659,151,7,20,0.707887,0.761343,"ww","24.11"
"589","82_50_10",156,"DSC_9285.JPG",0.016759777,176,179,0.144318182,0.141899441,184,22270,13.5065935,3611.229036,2.576642773,0.340372034,0.34143491,97,7,12,1.38087103,0.880645741,"ww","21.27"
"590","82_50_11",468684,"DSC_9725.JPG",0.015306122,193,196,0.131606218,0.129591837,350,20535,11.8201,3203.25,1.11972,0.310619,0.304987,220,7,20,1.47834,0.738258,"ww","25.46"
"591","82_50_12",468981,"DSC_9243.JPG",0.016853933,175,178,0.145142857,0.142696629,269,23909,10.7446,3551.34,1.28652,0.342301,0.341362,134,9,13,1.43796,0.972396,"ww","15.59"
"592","82_50_13",469011,"DSC_9196.JPG",0.016759777,176,179,0.144318182,0.141899441,276,23596,10.4489,3398.23,1.05487,0.340372,0.35448,121,6,11,1.4031,1.02698,"ww","18.74"
